level,retention_days,age,reg_source,address,income,education,total_orders,is_activity,sex,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
3,5,31,0,4,34.000,1,9,0.000,0,1,1,1,1,1,1.600,17.250,31.100,12.750,19.850,6.150,78.850,128.950,60.000,69.900,0,1,0,0,1,1,1,1,0,0.470,2.848,3.437,2.546,2.988,3.526,3,1
2,17,38,1,19,18.000,4,0,0.000,1,4,0,0,0,0,8.550,0.000,0.000,0.000,0.000,162.250,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,0,2.146,null,null,null,null,2.890,2,0
2,70,55,0,12,65.000,3,24,0.000,0,1,1,0,1,0,26.700,42.750,0.000,20.500,0.000,1874.250,2921.350,0.000,1465.000,0.000,1,1,0,0,1,1,1,1,0,3.285,3.755,null,3.020,null,4.174,3,0
3,57,57,1,19,130.000,3,27,0.000,1,2,0,1,1,0,13.550,0.000,30.650,12.750,0.000,849.000,0.000,1761.400,685.000,0.000,1,0,0,1,0,0,0,0,1,2.606,null,3.423,2.546,null,4.868,2,0
1,20,33,0,13,44.000,3,8,0.000,1,1,0,1,0,0,6.400,0.000,29.050,0.000,0.000,124.450,0.000,550.750,0.000,0.000,1,0,0,0,0,0,1,1,1,1.856,null,3.369,null,null,3.784,2,0
1,72,52,1,21,63.000,1,24,0.000,0,3,1,0,1,0,41.950,25.750,0.000,33.250,0.000,3114.750,1871.950,0.000,2305.000,0.000,1,0,0,0,1,1,1,1,0,3.736,3.248,null,3.504,null,4.143,3,0
3,32,50,0,28,57.000,4,20,0.000,0,1,1,0,1,1,4.600,38.500,0.000,37.750,23.500,123.000,1267.100,0.000,1205.000,707.400,0,0,0,0,1,1,1,1,0,1.526,3.651,null,3.631,3.157,4.043,3,0
3,22,57,1,7,264.000,1,35,0.000,1,2,0,0,1,0,3.000,0.000,0.000,6.000,0.000,68.350,0.000,0.000,105.000,0.000,0,0,0,0,1,0,1,1,0,1.099,null,null,1.792,null,5.576,3,0
2,6,24,0,2,28.000,1,5,0.000,0,2,1,0,1,0,4.400,9.000,0.000,28.250,0.000,35.100,57.800,0.000,155.000,0.000,0,0,0,0,1,1,1,1,0,1.482,2.197,null,3.341,null,3.332,3,1
3,32,23,1,2,26.000,3,1,0.000,1,6,1,1,1,0,11.000,24.000,31.100,28.250,0.000,325.000,796.950,856.200,880.000,0.000,1,1,0,1,1,1,1,1,0,2.398,3.178,3.437,3.341,null,3.258,4,0
1,38,33,0,3,38.000,4,0,0.000,0,1,0,1,1,0,10.950,0.000,27.200,12.250,0.000,412.800,0.000,958.850,465.000,0.000,1,0,0,1,0,0,0,0,1,2.393,null,3.303,2.506,null,3.638,2,0
1,53,35,0,15,59.000,3,5,0.000,1,1,1,0,1,0,16.850,23.250,0.000,18.500,0.000,888.450,1250.700,0.000,995.000,0.000,0,0,1,0,0,1,1,0,0,2.824,3.146,null,2.918,null,4.078,3,0
3,37,76,0,38,117.000,4,21,0.000,1,1,0,0,1,0,7.500,0.000,0.000,6.250,0.000,273.700,0.000,0.000,230.000,0.000,0,0,0,0,0,0,0,0,0,2.015,null,null,1.833,null,4.762,1,0
1,47,35,1,13,70.000,4,9,0.000,1,2,1,1,0,1,10.750,33.000,47.400,0.000,45.850,551.000,1556.200,2138.250,0.000,2168.400,1,1,1,1,1,1,0,1,1,2.375,3.497,3.859,null,3.825,4.248,4,1
3,69,59,0,37,104.000,2,13,0.000,0,1,1,0,1,0,16.000,30.500,0.000,13.750,0.000,1120.750,2104.650,0.000,925.000,0.000,1,1,0,0,1,1,1,1,0,2.773,3.418,null,2.621,null,4.644,3,0
3,63,56,0,17,71.000,3,18,0.000,1,1,0,0,1,0,18.400,0.000,0.000,24.750,0.000,1162.900,0.000,0.000,1510.000,0.000,0,0,0,0,0,0,0,1,0,2.912,null,null,3.209,null,4.263,1,0
1,61,34,1,0,70.000,3,7,0.000,1,3,1,1,1,1,18.850,30.000,51.950,18.750,47.300,1230.700,1820.300,3045.800,1095.000,2840.200,1,1,1,1,1,1,1,1,1,2.937,3.401,3.950,2.931,3.857,4.248,4,1
1,56,38,1,8,56.000,4,10,0.000,0,2,1,1,1,1,25.100,26.750,44.950,11.500,27.400,1418.350,1435.250,2451.850,645.000,1553.500,0,0,1,1,1,1,0,0,1,3.223,3.287,3.806,2.442,3.311,4.025,4,0
3,40,57,1,18,68.000,1,23,0.000,0,2,1,0,0,0,13.350,25.750,0.000,0.000,0.000,572.400,987.700,0.000,0.000,0.000,0,0,0,0,0,1,0,1,0,2.592,3.248,null,null,null,4.220,3,0
2,61,45,0,21,80.000,2,13,0.000,1,1,0,0,1,0,18.100,0.000,0.000,35.250,0.000,1114.750,0.000,0.000,2200.000,0.000,1,0,0,0,0,0,0,0,0,2.896,null,null,3.562,null,4.382,2,0
2,16,26,0,7,21.000,4,1,0.000,0,6,1,1,0,1,3.550,11.000,44.750,0.000,30.800,56.850,182.250,638.550,0.000,438.400,1,1,1,1,0,0,1,0,1,1.267,2.398,3.801,null,3.428,3.045,4,0
2,7,43,0,4,69.000,3,5,0.000,1,1,0,0,0,0,4.450,0.000,0.000,0.000,0.000,36.850,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1.493,null,null,null,null,4.234,1,0
3,20,31,1,10,39.000,2,3,0.000,1,2,0,0,0,0,7.750,0.000,0.000,0.000,0.000,148.750,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,2.048,null,null,null,null,3.664,1,0
2,35,38,0,7,90.000,2,18,0.000,0,4,1,0,1,0,6.800,17.750,0.000,14.000,0.000,245.950,558.350,0.000,425.000,0.000,1,0,1,1,0,1,0,0,1,1.917,2.876,null,2.639,null,4.500,2,0
1,60,37,1,12,64.000,5,1,0.000,1,2,0,0,1,0,14.850,0.000,0.000,17.500,0.000,978.350,0.000,0.000,970.000,0.000,1,0,0,0,0,0,0,0,0,2.698,null,null,2.862,null,4.159,2,0
2,47,25,0,2,28.000,2,6,0.000,0,1,1,1,1,1,7.750,19.750,35.150,17.000,31.150,315.900,859.600,1535.050,770.000,1448.400,0,1,1,0,1,1,1,1,1,2.048,2.983,3.560,2.833,3.439,3.332,4,0
2,33,28,1,3,24.000,2,0,0.000,1,6,0,0,1,0,7.500,0.000,0.000,15.750,0.000,224.250,0.000,0.000,485.000,0.000,0,0,0,0,0,0,0,0,1,2.015,null,null,2.757,null,3.178,1,0
3,12,34,0,2,44.000,2,7,0.000,0,1,0,0,0,0,4.050,0.000,0.000,0.000,0.000,48.850,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1.399,null,null,null,null,3.784,1,0
1,10,31,0,0,32.000,4,7,0.000,1,2,0,1,0,0,5.400,0.000,28.350,0.000,0.000,60.150,0.000,253.350,0.000,0.000,1,0,1,1,0,0,0,0,1,1.686,null,3.345,null,null,3.466,2,1
2,69,33,1,9,52.000,4,9,0.000,1,3,0,0,1,0,29.950,0.000,0.000,29.000,0.000,2142.800,0.000,0.000,1915.000,0.000,1,0,0,0,0,0,1,1,0,3.400,null,null,3.367,null,3.951,3,0
1,23,20,0,1,15.000,3,0,0.000,1,1,0,0,0,0,7.500,0.000,0.000,0.000,0.000,199.650,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,0,2.015,null,null,null,null,2.708,2,0
1,53,31,0,10,46.000,3,6,0.000,0,2,1,1,1,0,27.100,18.500,42.500,37.500,0.000,1408.350,935.000,2297.850,2015.000,0.000,1,0,1,1,0,0,0,0,0,3.300,2.918,3.750,3.624,null,3.829,2,0
2,60,57,1,14,107.000,2,33,0.000,1,2,1,0,1,1,17.550,30.750,0.000,21.250,46.700,1035.200,1863.150,0.000,1245.000,2640.000,1,0,1,0,1,1,1,1,0,2.865,3.426,null,3.056,3.844,4.673,3,0
2,33,33,0,7,56.000,2,11,0.000,0,1,0,0,1,0,13.450,0.000,0.000,16.000,0.000,470.900,0.000,0.000,470.000,0.000,0,0,0,0,0,1,0,0,0,2.599,null,null,2.773,null,4.025,1,0
3,67,40,1,21,40.000,4,7,0.000,1,4,0,1,1,1,24.350,0.000,46.600,15.250,37.450,1585.850,0.000,3013.250,1015.000,2396.150,1,1,1,1,1,0,1,0,1,3.193,null,3.842,2.725,3.623,3.689,4,0
3,15,38,1,5,56.000,3,13,0.000,0,3,1,0,1,0,5.400,18.000,0.000,15.000,0.000,76.750,274.950,0.000,225.000,0.000,0,0,0,0,1,1,1,0,0,1.686,2.890,null,2.708,null,4.025,3,0
3,64,31,1,5,46.000,2,7,0.000,1,4,0,1,1,1,24.150,0.000,34.800,17.750,33.200,1546.550,0.000,2214.100,1115.000,2148.150,1,1,0,1,0,0,1,0,1,3.184,null,3.550,2.876,3.503,3.829,2,0
2,46,49,1,13,51.000,2,21,0.000,0,2,0,0,1,0,7.250,0.000,0.000,21.750,0.000,329.950,0.000,0.000,945.000,0.000,0,0,0,0,0,0,0,0,0,1.981,null,null,3.080,null,3.932,1,1
2,72,60,1,33,12.000,1,20,1.000,0,3,1,0,1,1,53.750,68.500,0.000,10.250,43.950,3776.100,4938.600,0.000,780.000,3102.200,1,1,1,0,1,1,1,1,0,3.984,4.227,null,2.327,3.783,2.485,4,0
1,61,43,1,6,34.000,5,6,0.000,0,3,1,1,1,1,25.050,39.000,56.800,32.750,51.000,1541.900,2536.100,3279.900,1980.000,3182.650,1,1,1,1,1,1,1,1,1,3.221,3.664,4.040,3.489,3.932,3.526,4,1
3,54,27,0,3,27.000,2,6,0.000,1,5,1,1,1,1,12.400,35.000,48.300,5.750,43.500,660.850,1919.750,2484.300,315.000,2259.800,1,1,1,1,1,1,0,1,1,2.518,3.555,3.877,1.749,3.773,3.296,4,0
3,28,36,0,3,42.000,3,7,0.000,1,1,1,0,1,0,12.900,28.250,0.000,14.000,0.000,363.650,820.150,0.000,370.000,0.000,0,0,0,1,1,1,1,1,0,2.557,3.341,null,2.639,null,3.738,3,0
2,28,38,0,8,119.000,5,2,0.000,0,3,0,1,0,1,5.050,0.000,46.900,0.000,42.650,141.950,0.000,1262.700,0.000,1189.900,1,1,1,1,0,0,0,1,1,1.619,null,3.848,null,3.753,4.779,4,1
2,32,43,0,13,146.000,1,27,0.000,1,1,1,0,1,1,18.300,33.500,0.000,15.500,17.450,546.350,1090.650,0.000,510.000,559.450,0,0,0,0,1,1,1,1,0,2.907,3.512,null,2.741,2.859,4.984,3,0
2,52,46,0,17,51.000,2,13,0.000,1,3,0,0,1,0,12.500,0.000,0.000,15.000,0.000,638.700,0.000,0.000,755.000,0.000,1,0,0,0,0,0,0,0,0,2.526,null,null,2.708,null,3.932,2,0
1,48,62,0,33,86.000,1,22,1.000,1,1,1,1,1,1,16.350,33.500,38.950,18.750,30.600,729.300,1613.600,1763.100,920.000,1408.500,0,1,0,0,1,1,1,1,1,2.794,3.512,3.662,2.931,3.421,4.454,3,0
3,52,42,1,17,27.000,3,8,0.000,1,2,1,0,1,0,19.650,31.000,0.000,19.750,0.000,1008.800,1661.300,0.000,1050.000,0.000,0,0,0,1,1,1,1,1,0,2.978,3.434,null,2.983,null,3.296,3,0
1,37,43,0,8,38.000,3,9,0.000,0,1,0,0,0,0,8.100,0.000,0.000,0.000,0.000,289.750,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,0,2.092,null,null,null,null,3.638,2,0
1,41,52,0,26,928.000,3,29,0.000,0,3,1,0,1,0,7.650,25.000,0.000,13.500,0.000,344.000,1060.650,0.000,465.000,0.000,0,1,0,0,1,1,1,1,0,2.035,3.219,null,2.603,null,6.833,3,0
2,43,27,1,3,21.000,2,1,0.000,1,3,0,0,1,0,12.650,0.000,0.000,16.500,0.000,558.850,0.000,0.000,760.000,0.000,1,0,0,0,0,0,0,0,0,2.538,null,null,2.803,null,3.045,2,0
3,67,60,0,24,24.000,1,6,0.000,1,1,0,0,1,0,25.100,0.000,0.000,21.500,0.000,1659.100,0.000,0.000,1530.000,0.000,1,1,0,0,0,0,1,1,0,3.223,null,null,3.068,null,3.178,3,0
3,61,52,1,30,91.000,1,25,0.000,1,2,0,0,1,0,13.800,0.000,0.000,47.000,0.000,840.150,0.000,0.000,2790.000,0.000,0,0,0,0,0,0,0,0,0,2.625,null,null,3.850,null,4.511,1,0
3,70,39,1,20,38.000,2,8,0.000,1,4,1,0,1,0,30.300,26.500,0.000,51.250,0.000,2201.000,1981.650,0.000,3450.000,0.000,1,0,0,0,1,0,0,1,0,3.411,3.277,null,3.937,null,3.638,3,0
3,44,32,1,1,96.000,4,5,0.000,1,4,1,1,1,1,5.250,22.000,61.950,8.750,57.800,213.450,951.950,2803.500,360.000,2451.600,1,1,1,1,1,1,1,1,1,1.658,3.091,4.126,2.169,4.057,4.564,4,0
3,46,45,0,12,96.000,3,17,0.000,0,1,0,1,1,0,10.950,0.000,24.500,9.750,0.000,504.300,0.000,1032.750,410.000,0.000,1,0,0,1,0,0,0,0,1,2.393,null,3.199,2.277,null,4.564,2,0
3,39,34,0,2,54.000,3,5,0.000,0,1,0,0,1,0,6.500,0.000,0.000,13.250,0.000,265.450,0.000,0.000,460.000,0.000,0,0,0,0,0,0,0,0,0,1.872,null,null,2.584,null,3.989,1,0
2,39,59,0,20,1668.000,4,27,0.000,1,1,1,0,0,0,8.200,15.000,0.000,0.000,0.000,303.950,595.600,0.000,0.000,0.000,1,1,0,1,1,1,0,0,0,2.104,2.708,null,null,null,7.419,2,0
2,50,29,1,10,53.000,4,0,0.000,1,4,1,1,1,1,13.200,46.000,53.150,11.500,46.400,593.350,2412.650,2499.000,540.000,2280.000,1,1,1,0,1,1,1,1,0,2.580,3.829,3.973,2.442,3.837,3.970,4,0
3,5,31,0,1,21.000,3,1,0.000,1,2,0,0,0,0,2.600,0.000,0.000,0.000,0.000,16.100,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,1,0.956,null,null,null,null,3.045,1,1
2,10,34,0,1,52.000,5,3,0.000,1,1,0,1,0,1,4.300,0.000,32.550,0.000,25.400,47.450,0.000,332.000,0.000,255.700,1,0,0,1,0,0,0,0,1,1.459,null,3.483,null,3.235,3.951,2,1
1,72,69,0,45,17.000,3,36,1.000,1,1,0,0,1,0,38.200,0.000,0.000,28.250,0.000,2751.650,0.000,0.000,2005.000,0.000,1,0,0,0,0,0,0,0,0,3.643,null,null,3.341,null,2.833,2,0
2,68,60,0,40,262.000,2,39,0.000,1,1,0,0,1,0,31.600,0.000,0.000,26.000,0.000,2112.250,0.000,0.000,1690.000,0.000,1,0,0,0,1,1,1,0,0,3.453,null,null,3.258,null,5.568,3,0
3,58,28,0,5,34.000,5,1,0.000,1,1,0,1,1,0,19.900,0.000,41.700,23.750,0.000,1144.600,0.000,2275.700,1335.000,0.000,1,1,1,1,0,0,0,0,1,2.991,null,3.731,3.168,null,3.526,2,0
3,18,44,1,10,107.000,1,19,0.000,1,7,0,0,0,0,2.250,0.000,0.000,0.000,0.000,41.800,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.811,null,null,null,null,4.673,1,0
1,65,45,1,25,67.000,5,13,0.000,1,2,1,1,1,0,9.850,20.750,27.650,36.000,0.000,671.200,1391.850,1729.200,2305.000,0.000,1,0,0,0,0,1,0,1,0,2.287,3.033,3.320,3.584,null,4.205,3,0
3,8,45,0,1,37.000,4,0,0.000,0,1,0,1,0,0,4.650,0.000,32.050,0.000,0.000,64.450,0.000,207.850,0.000,0.000,1,0,0,1,0,0,0,0,1,1.537,null,3.467,null,null,3.611,2,1
2,1,20,0,1,21.000,2,0,0.000,1,2,0,1,0,0,0.900,0.000,23.850,0.000,0.000,0.900,0.000,23.850,0.000,0.000,0,1,1,0,1,0,0,0,1,-0.105,null,3.172,null,null,3.045,1,1
3,42,58,0,7,22.000,1,4,0.000,1,1,0,0,0,0,3.600,0.000,0.000,0.000,0.000,166.750,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,0,1.281,null,null,null,null,3.091,2,0
1,4,25,1,3,71.000,3,3,0.000,1,5,0,1,0,0,3.600,0.000,28.700,0.000,0.000,14.950,0.000,110.150,0.000,0.000,0,1,0,1,0,0,0,0,1,1.281,null,3.357,null,null,4.263,1,0
3,17,35,0,4,77.000,3,8,0.000,1,1,1,0,0,0,8.100,15.000,0.000,0.000,0.000,144.400,251.100,0.000,0.000,0.000,0,0,0,0,1,1,1,0,0,2.092,2.708,null,null,null,4.344,3,0
2,8,24,1,1,18.000,4,0,0.000,1,5,1,1,1,1,2.950,17.000,39.300,20.000,34.300,16.800,134.250,296.700,165.000,260.800,0,1,1,1,1,1,1,1,1,1.082,2.833,3.671,2.996,3.535,2.890,4,1
1,49,37,1,17,50.000,2,12,0.000,1,2,0,0,1,0,4.200,0.000,0.000,16.500,0.000,243.100,0.000,0.000,800.000,0.000,1,0,0,0,0,0,0,0,0,1.435,null,null,2.803,null,3.912,2,0
1,56,46,1,21,33.000,4,7,0.000,0,2,0,1,1,0,22.700,0.000,32.900,8.500,0.000,1257.400,0.000,1846.850,525.000,0.000,1,0,0,1,0,0,0,0,1,3.122,null,3.493,2.140,null,3.497,2,0
1,62,57,1,21,94.000,1,22,0.000,0,2,1,0,1,0,11.950,32.000,0.000,53.000,0.000,757.600,1999.950,0.000,3250.000,0.000,1,0,1,0,1,1,1,1,1,2.481,3.466,null,3.970,null,4.543,4,0
2,42,57,1,25,209.000,1,40,0.000,1,4,0,0,1,0,9.450,0.000,0.000,11.000,0.000,383.450,0.000,0.000,475.000,0.000,0,0,0,0,0,0,0,0,0,2.246,null,null,2.398,null,5.342,1,0
1,13,32,0,7,31.000,4,5,0.000,0,2,1,0,1,1,5.050,35.500,0.000,10.500,23.300,64.850,452.300,0.000,115.000,244.300,0,1,0,0,1,1,1,1,0,1.619,3.570,null,2.351,3.148,3.434,3,0
1,69,46,1,18,66.000,2,19,0.000,0,4,0,0,1,0,21.850,0.000,0.000,46.500,0.000,1589.100,0.000,0.000,3265.000,0.000,1,0,0,0,0,0,0,0,0,3.084,null,null,3.839,null,4.190,2,0
2,45,59,0,14,51.000,1,15,0.000,0,2,0,0,1,0,5.950,0.000,0.000,5.250,0.000,236.300,0.000,0.000,175.000,0.000,0,0,0,0,0,0,0,0,0,1.783,null,null,1.658,null,3.932,1,0
2,66,42,1,18,118.000,2,20,0.000,0,2,0,0,1,0,26.800,0.000,0.000,21.750,0.000,1774.750,0.000,0.000,1480.000,0.000,1,0,0,0,0,0,0,0,0,3.288,null,null,3.080,null,4.771,2,0
2,15,35,0,10,25.000,2,3,0.000,0,1,0,1,0,0,4.750,0.000,21.400,0.000,0.000,41.400,0.000,291.400,0.000,0.000,0,0,0,1,0,0,0,0,1,1.558,null,3.063,null,null,3.219,1,1
1,41,44,1,1,59.000,3,21,0.000,1,3,0,1,1,0,12.100,0.000,44.900,24.500,0.000,479.950,0.000,1853.300,1005.000,0.000,1,1,0,1,0,1,0,0,1,2.493,null,3.804,3.199,null,4.078,2,0
2,11,20,0,1,20.000,2,0,0.000,1,1,1,1,1,1,4.750,23.000,38.550,13.500,42.700,48.000,221.350,427.650,155.000,387.950,0,1,1,1,1,1,1,1,1,1.558,3.135,3.652,2.603,3.754,2.996,4,1
3,45,30,1,0,63.000,5,4,0.000,0,4,1,1,1,1,7.100,40.750,39.750,16.500,50.850,314.800,1849.500,1717.200,775.000,2239.650,1,1,1,1,1,1,1,1,1,1.960,3.707,3.683,2.803,3.929,4.143,4,1
1,52,62,0,23,36.000,4,17,0.000,0,1,1,0,1,0,13.350,18.500,0.000,18.500,0.000,709.250,978.850,0.000,915.000,0.000,0,0,0,0,0,0,0,1,0,2.592,2.918,null,2.918,null,3.584,1,0
1,42,56,0,24,72.000,4,18,0.000,1,1,0,1,1,1,8.000,0.000,38.500,20.500,40.050,336.900,0.000,1573.850,770.000,1713.300,1,1,1,1,1,1,1,1,1,2.079,null,3.651,3.020,3.690,4.277,4,0
2,48,35,0,11,50.000,1,16,0.000,0,3,1,0,1,0,12.850,21.750,0.000,17.000,0.000,622.750,1018.550,0.000,790.000,0.000,0,1,0,0,1,1,0,0,0,2.553,3.080,null,2.833,null,3.912,3,0
3,4,31,0,5,39.000,2,5,0.000,0,2,1,1,1,1,4.900,26.000,41.550,10.000,36.400,19.650,95.950,111.700,25.000,142.900,0,1,1,1,1,1,1,1,1,1.589,3.258,3.727,2.303,3.595,3.664,4,1
3,53,64,1,10,54.000,2,20,0.000,1,2,1,1,1,1,9.650,39.250,51.150,53.500,74.800,483.550,2053.200,2658.050,2675.000,3817.550,1,1,1,1,1,1,1,1,1,2.267,3.670,3.935,3.980,4.315,3.989,4,0
3,1,59,0,4,9.000,1,4,1.000,0,1,1,0,1,0,3.800,26.500,0.000,20.500,0.000,3.800,26.500,0.000,20.500,0.000,0,0,0,0,1,1,1,0,0,1.335,3.277,null,3.020,null,2.197,3,0
3,19,30,1,10,33.000,4,1,0.000,0,3,1,1,0,0,4.050,22.250,31.800,0.000,0.000,79.450,396.350,543.850,0.000,0.000,0,1,1,1,0,1,1,1,1,1.399,3.102,3.459,null,null,3.497,4,0
2,33,30,0,11,28.000,1,9,0.000,0,1,0,0,0,0,7.400,0.000,0.000,0.000,0.000,246.550,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,2.001,null,null,null,null,3.332,1,0
3,42,36,1,14,44.000,2,11,0.000,0,3,1,0,0,1,7.000,26.500,0.000,0.000,26.100,321.950,1161.300,0.000,0.000,1173.450,0,0,1,0,1,1,1,1,0,1.946,3.277,null,null,3.262,3.784,3,0
1,60,32,0,12,34.000,4,4,0.000,1,2,0,0,1,0,23.950,0.000,0.000,10.000,0.000,1513.000,0.000,0.000,615.000,0.000,1,0,0,0,0,0,0,0,0,3.176,null,null,2.303,null,3.526,2,0
2,57,51,1,7,68.000,4,18,0.000,1,3,1,0,1,0,16.050,18.750,0.000,8.250,0.000,930.400,1096.000,0.000,365.000,0.000,1,0,0,0,1,1,1,1,0,2.776,2.931,null,2.110,null,4.220,3,0
1,64,39,0,5,37.000,1,9,0.000,0,1,0,0,1,0,10.200,0.000,0.000,17.500,0.000,640.750,0.000,0.000,1020.000,0.000,0,0,0,0,0,0,0,0,0,2.322,null,null,2.862,null,3.611,1,0
2,28,20,1,1,18.000,3,0,0.000,0,3,0,1,0,1,7.700,0.000,38.900,0.000,32.000,190.050,0.000,1041.100,0.000,873.300,1,1,1,1,0,1,0,1,1,2.041,null,3.661,null,3.466,2.890,4,0
1,29,35,1,10,55.000,2,7,0.000,0,4,1,0,1,0,15.650,21.750,0.000,30.750,0.000,477.950,612.550,0.000,855.000,0.000,0,0,0,0,0,1,1,1,0,2.750,3.080,null,3.426,null,4.007,3,1
1,46,31,1,12,21.000,1,5,0.000,0,5,0,0,1,0,8.950,0.000,0.000,9.250,0.000,369.950,0.000,0.000,415.000,0.000,0,0,0,0,0,1,1,1,0,2.192,null,null,2.225,null,3.045,3,0
1,22,41,1,9,29.000,3,11,0.000,0,4,0,0,0,0,12.750,0.000,0.000,0.000,0.000,274.850,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,2.546,null,null,null,null,3.367,1,1
2,10,56,0,26,9.000,2,6,1.000,0,2,0,0,0,0,3.200,0.000,0.000,0.000,0.000,36.900,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,1,0,1.163,null,null,null,null,2.197,1,0
3,50,41,0,16,138.000,2,18,0.000,1,1,1,1,1,0,12.350,19.750,27.850,14.500,0.000,585.050,937.850,1359.050,690.000,0.000,1,0,0,0,0,0,0,0,1,2.514,2.983,3.327,2.674,null,4.927,2,1
1,55,65,0,34,28.000,4,12,1.000,1,1,1,0,1,1,18.600,46.250,0.000,14.750,41.200,1007.300,2610.550,0.000,835.000,2163.500,0,1,1,0,1,1,1,1,0,2.923,3.834,null,2.691,3.718,3.332,4,0
2,15,54,0,7,62.000,1,11,0.000,0,1,0,0,0,0,3.150,0.000,0.000,0.000,0.000,54.250,0.000,0.000,0.000,0.000,0,0,0,0,1,0,0,0,0,1.147,null,null,null,null,4.127,1,0
1,31,32,1,13,37.000,3,8,0.000,1,3,1,0,1,1,4.600,19.750,0.000,8.750,56.450,140.550,593.750,0.000,290.000,1771.100,1,1,1,1,1,1,1,1,0,1.526,2.983,null,2.169,4.033,3.611,4,0
3,5,44,0,5,83.000,1,16,0.000,1,1,0,1,0,0,4.650,0.000,25.250,0.000,0.000,12.300,0.000,90.500,0.000,0.000,1,0,0,0,0,1,0,0,0,1.537,null,3.229,null,null,4.419,2,1
2,69,63,0,28,168.000,1,43,0.000,1,2,1,0,1,0,14.500,44.250,0.000,18.250,0.000,1020.300,3097.250,0.000,1230.000,0.000,0,0,0,0,1,1,1,1,0,2.674,3.790,null,2.904,null,5.124,3,0
2,26,27,1,4,33.000,4,1,0.000,0,6,1,1,1,1,5.850,25.500,42.450,13.250,34.150,114.550,656.850,1089.700,310.000,810.200,1,1,1,1,1,1,1,1,1,1.766,3.239,3.748,2.584,3.531,3.497,4,1
3,10,33,1,2,66.000,3,9,0.000,1,4,1,0,1,0,7.100,21.250,0.000,25.250,0.000,59.300,241.800,0.000,220.000,0.000,0,0,0,1,1,0,1,0,0,1.960,3.056,null,3.229,null,4.190,1,1
1,26,30,0,9,18.000,4,1,0.000,0,3,1,0,1,0,7.250,25.500,0.000,32.500,0.000,171.850,688.350,0.000,840.000,0.000,0,1,1,0,1,1,1,1,0,1.981,3.239,null,3.481,null,2.890,4,1
3,25,30,0,0,20.000,1,4,0.000,1,1,1,0,1,0,8.550,21.750,0.000,15.500,0.000,215.950,522.150,0.000,370.000,0.000,0,0,0,0,1,1,0,1,0,2.146,3.080,null,2.741,null,2.996,3,0
3,30,23,1,4,19.000,3,1,0.000,0,4,0,1,1,0,7.900,0.000,35.200,27.500,0.000,253.050,0.000,1087.550,840.000,0.000,1,0,0,1,0,0,0,0,1,2.067,null,3.561,3.314,null,2.944,2,0
1,21,39,1,7,25.000,2,1,0.000,0,4,1,0,1,1,8.500,27.000,0.000,20.000,31.250,175.300,582.000,0.000,440.000,646.900,0,0,0,0,1,1,1,1,0,2.140,3.296,null,2.996,3.442,3.219,3,0
1,71,46,0,27,119.000,5,7,0.000,1,1,0,1,1,1,42.850,0.000,70.050,15.000,111.950,3080.850,0.000,5028.650,1020.000,7856.850,1,1,1,1,0,0,1,1,1,3.758,null,4.249,2.708,4.718,4.779,4,0
3,11,48,1,5,323.000,4,25,0.000,0,4,1,0,1,1,5.250,30.000,0.000,21.750,25.750,48.500,293.850,0.000,205.000,223.250,0,0,0,1,1,1,1,1,0,1.658,3.401,null,3.080,3.248,5.778,3,1
1,24,30,1,7,45.000,1,11,0.000,1,2,0,0,0,0,6.000,0.000,0.000,0.000,0.000,134.700,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,1.792,null,null,null,null,3.807,1,0
1,65,59,1,27,197.000,4,26,0.000,0,2,0,1,1,0,45.400,0.000,25.750,46.750,0.000,2973.550,0.000,1699.850,3065.000,0.000,1,0,1,0,0,0,0,0,1,3.816,null,3.248,3.845,null,5.283,2,0
1,16,34,1,13,56.000,3,10,0.000,1,3,0,0,0,0,9.350,0.000,0.000,0.000,0.000,157.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,2.235,null,null,null,null,4.025,1,1
3,37,51,1,26,24.000,4,4,0.000,0,2,0,0,1,0,8.200,0.000,0.000,13.750,0.000,288.400,0.000,0.000,480.000,0.000,1,0,0,0,0,0,0,0,1,2.104,null,null,2.621,null,3.178,2,0
