,创建时间,地址,岗位,学历,工作经验,薪资水平
1953,2021-12-28 10:26:31,重庆-渝北区,软件主管（图像算法处理）,本科,3-4年经验,1.2-2.4万/月
1954,2021-12-28 10:26:22,上海-徐汇区,软件工程师,本科,5-7年经验,
1955,2021-12-28 10:26:12,上海-浦东新区,GPU软件高级工程师,本科,2年经验,2-3.6万/月
1956,2021-12-28 10:25:49,广州-黄埔区,后端C++开发工程师,本科,3-4年经验,1.6-2.5万/月
1957,2021-12-28 10:25:21,上海-闵行区,SCADA软件工程师,本科,5-7年经验,1-1.5万/月
1958,2021-12-28 10:24:37,成都-武侯区,嵌入式软件专家,硕士,5-7年经验,2-4万/月
1959,2021-12-28 10:24:36,深圳-南山区,高级JAVA研发工程师（车载）,本科,5-7年经验,2-3.5万/月
1960,2021-12-28 10:24:20,上海-浦东新区,DevOps Engineer,本科,3-4年经验,1.5-3万/月
1961,2021-12-28 10:24:16,南京-栖霞区,Java开发工程师,本科,1年经验,10-15万/年
1962,2021-12-28 10:24:06,上海,嵌入式开发部门经理 Firmware Manager,本科,10年以上经验,2.5-3.5万/月
1963,2021-12-28 10:23:52,成都-高新区,视频算法工程师,大专,2年经验,3-6万/月
1964,2021-12-28 10:23:51,广州-天河区,系统架构师,大专,3-4年经验,1.8-2.5万/月
1965,2021-12-28 10:23:45,上海-浦东新区,大数据开发工程师,大专,2年经验,1.2-1.7万/月
1966,2021-12-28 10:23:29,上海-浦东新区,后端开发工程师,本科,3-4年经验,1.5-2.5万/月
1967,2021-12-28 10:23:27,成都-郫都区,软件应用工程师（可接受应届）,本科,3-4年经验,5-8千/月
1968,2021-12-28 10:23:19,广州-天河区,Java高级开发工程师,本科,3-4年经验,1.5-2.2万/月
1969,2021-12-28 10:22:53,东莞-樟木头镇,大数据课程开发,本科,2年经验,1.5-2万/月
1970,2021-12-28 10:22:41,合肥-高新区,产品开发工程师,本科,3-4年经验,1.2-2万/月
1971,2021-12-28 10:22:39,广州-番禺区,爬虫开发工程师,大专,3-4年经验,0.8-1.5万/月
1972,2021-12-28 10:22:38,南京-雨花台区,[ AI/BigData ] 高级数据分析架构师,本科,8-9年经验,15-20万/年
1973,2021-12-28 10:22:28,深圳-南山区,嵌入式软件工程师--AutoSAR,本科,10年以上经验,25-45万/年
1974,2021-12-28 10:22:28,杭州-滨江区,高级软件测试工程师,大专,5-7年经验,15-20万/年
1975,2021-12-28 10:22:21,长沙-岳麓区,spark高级开发工程师,大专,3-4年经验,1-2万/月
1976,2021-12-28 10:22:05,上海-闵行区,应用软件工程师,本科,无需经验,1.5-2万/月
1977,2021-12-28 10:21:52,上海-闵行区,全栈软件研发架构师,本科,5-7年经验,2.5-3万/月
1978,2021-12-28 10:21:52,苏州-工业园区,C++高级开发工程师,本科,5-7年经验,1.5-3.5万/月
1979,2021-12-28 10:21:42,上海-浦东新区,Linux无线驱动工程师,本科,5-7年经验,40-50万/年
1980,2021-12-28 10:21:32,上海,软件集成工程师,本科,3-4年经验,10-20万/年
1981,2021-12-28 10:21:25,上海-嘉定区,c++服务器开发,大专,2年经验,1.3-2.3万/月
1982,2021-12-28 10:21:23,苏州,DevOps工程师,大专,2年经验,0.8-1.5万/月
1983,2021-12-28 10:21:21,杭州-西湖区,AI后端开发工程师,本科,1年经验,1.5-2万/月
1984,2021-12-28 10:21:17,上海-浦东新区,日语软件开发/Java/abap,本科,3-4年经验,1-1.8万/月
1985,2021-12-28 10:20:55,武汉,JavaScript 工程师,本科,3-4年经验,0.8-1.5万/月
1986,2021-12-28 10:20:28,上海,Java开发工程师,本科,2年经验,1-1.5万/月
1987,2021-12-28 10:20:22,上海-杨浦区,高级Java开发工程师（大数据方向）,本科,5-7年经验,2-3.5万/月
1988,2021-12-28 10:20:20,广州-黄埔区,广州物联网算法工程师,硕士,5-7年经验,3-4.5万/月
1989,2021-12-28 10:19:40,深圳-南山区,软件工程师 (MJ000139),本科,3-4年经验,2-3.5万/月
1990,2021-12-28 10:19:38,杭州-滨江区,算法仿真工程师,本科,2年经验,0.8-1.2万/月
1991,2021-12-28 10:19:11,杭州-滨江区,高级驱动开发工程师,本科,5-7年经验,40-60万/年
1992,2021-12-28 10:18:51,杭州-余杭区,系统架构师,硕士,3-4年经验,3.5-5.5万/月
1993,2021-12-28 10:18:36,上海-浦东新区,C++高级开发工程师,硕士,8-9年经验,3-6万/月
1994,2021-12-28 10:18:33,上海-闵行区,Magento工程师,大专,2年经验,1-2万/月
1995,2021-12-28 10:17:52,苏州-相城区,Software Engineer/软件工程师,大专,1年经验,0.6-1.2万/月
1996,2021-12-28 10:17:17,厦门,初级Java开发工程师,本科,1年经验,0.7-1.2万/月
1997,2021-12-28 10:17:13,南京-雨花台区,Javascript前端开发工程师 SHR,本科,3-4年经验,1-1.5万/月
1998,2021-12-28 10:17:10,上海-浦东新区,大数据开发工程师（应届也可）,大专,1年经验,0.8-1.5万/月
1999,2021-12-28 10:16:45,北京-西城区,Java开发工程师,本科,3-4年经验,20-30万/年
2000,2021-12-28 10:16:31,上海-杨浦区,nodejs软件开发工程师,大专,3-4年经验,1.5-3万/月
2001,2021-12-28 10:16:26,上海,IT开发,本科,2年经验,1.5-2万/月
2002,2021-12-28 10:15:57,武汉-东湖新技术产业开发区,无线路由器软件研发工程师,本科,1年经验,1-1.5万/月
2003,2021-12-28 10:15:20,深圳-福田区,软件开发工程师/OA开发工程师,本科,5-7年经验,1.5-2万/月
2004,2021-12-28 10:15:09,深圳-南山区,嵌入式软件工程师,本科,5-7年经验,2-3万/月
2005,2021-12-28 10:15:04,上海-闵行区,资深c++服务器开发工程师,本科,5-7年经验,2.5-3万/月
2006,2021-12-28 10:14:46,上海,全栈软件工程师（初级或者高级）,本科,5-7年经验,30-40万/年
2007,2021-12-28 10:14:42,深圳-南山区,.NET开发工程师,本科,2年经验,0.9-1.5万/月
2008,2021-12-28 10:14:38,重庆-沙坪坝区,PHP开发工程师,本科,3-4年经验,0.6-1.2万/月
2009,2021-12-28 10:14:30,上海-普陀区,PHP开发工程师,大专,3-4年经验,1-1.5万/月
2010,2021-12-28 10:14:28,重庆-渝北区,Java初级开发工程师,本科,2年经验,6-8千/月
2011,2021-12-28 10:14:22,上海,安全架构师,大专,8-9年经验,3-4万/月
2012,2021-12-28 10:14:20,广州,大数据开发工程师,本科,5-7年经验,1.5-3万/月
2013,2021-12-28 10:13:53,成都-高新区,Linux研发工程师（应届生）,本科,无需经验,0.8-1.4万/月
2014,2021-12-28 10:13:45,北京-通州区,系统架构师,本科,3-4年经验,2.5-3万/月
2015,2021-12-28 10:13:41,北京-朝阳区,开发主管（北京）,本科,3-4年经验,2-4万/月
2016,2021-12-28 10:13:17,合肥-高新区,单片机验证工程师,本科,2年经验,10-15万/年
2017,2021-12-28 10:13:11,东莞-常平镇,软件开发工程师,大专,5-7年经验,1-2万/月
2018,2021-12-28 10:13:01,武汉-东湖新技术产业开发区,高级对象存储工程师,本科,3-4年经验,1.5-3万/月
2019,2021-12-28 10:12:56,上海-浦东新区,软件工程师,本科,5-7年经验,16-32万/年
2020,2021-12-28 10:12:21,上海-闵行区,软件工程师,本科,3-4年经验,1.3-2.1万/月
2021,2021-12-28 10:11:44,南京-建邺区,全栈开发工程师,大专,2年经验,2-2.5万/月
2022,2021-12-28 10:11:40,深圳-龙华区,软件工程师,本科,3-4年经验,2-4万/月
2023,2021-12-28 10:11:37,上海-闵行区,数据工程师,硕士,1年经验,2-4万/月
2024,2021-12-28 10:11:31,佛山-顺德区,自动化软件工程师,大专,无需经验,0.8-1万/月
2025,2021-12-28 10:11:23,重庆-南岸区,数据开发工程师,大专,3-4年经验,1.2-2.1万/月
2026,2021-12-28 10:11:23,广州-天河区,云平台IAAS基础设施岗,本科,5-7年经验,25-50万/年
2027,2021-12-28 10:11:21,广州-天河区,客户端开发工程师,大专,2年经验,1-1.5万/月
2028,2021-12-28 10:11:16,北京-丰台区,Java技术主管,本科,5-7年经验,1.5-3.5万/月
2029,2021-12-28 10:10:40,南京-秦淮区,嵌入式开发工程师(J10617),本科,1年经验,1.2-2.4万/月
2030,2021-12-28 10:10:27,广州-天河区,高级Java工程师Senior Java Engineer,本科,5-7年经验,1.8-2.5万/月
2031,2021-12-28 10:10:21,北京-朝阳区,爬虫开发工程师,本科,3-4年经验,1.5-2万/月
2032,2021-12-28 10:10:20,大连-高新园区,Java/Kotlin（急）,大专,3-4年经验,1-1.5万/月
2033,2021-12-28 10:10:14,广州-天河区,区块链开发工程师,本科,2年经验,1-1.5万/月
2034,2021-12-28 10:10:00,上海-闵行区,Java开发工程师,本科,3-4年经验,1-1.5万/月
2035,2021-12-28 10:09:57,武汉-江岸区,嵌入式软件开发工程师（应用方向）,本科,1年经验,2-3.5万/月
2036,2021-12-28 10:09:25,上海-长宁区,C#高级开发工程师,本科,3-4年经验,1.3-2.5万/月
2037,2021-12-28 10:09:22,杭州-余杭区,研发项目经理（Linux方向）,本科,2年经验,1.5-3万/月
2038,2021-12-28 10:09:06,苏州-工业园区,系统软件开发工程师,本科,1年经验,1.2-2万/月
2039,2021-12-28 10:09:05,成都-武侯区,java后端开发工程师,大专,3-4年经验,0.9-1.4万/月
2040,2021-12-28 10:09:03,嘉兴,大数据开发工程师,本科,3-4年经验,1.5-2万/月
2041,2021-12-28 10:08:47,上海-杨浦区,Java开发工程师,本科,3-4年经验,1.5-3万/月
2042,2021-12-28 10:08:21,上海-闵行区,数据挖掘工程师,本科,3-4年经验,1.2-2.4万/月
2043,2021-12-28 10:08:19,福州,大数据开发工程师,大专,3-4年经验,0.8-2万/月
2044,2021-12-28 10:08:03,武汉-东湖新技术产业开发区,AI框架软件工程师,硕士,1年经验,1.6-3万/月
2045,2021-12-28 10:07:46,广州-花都区,Braking-软件需求工程师,本科,3-4年经验,1.5-3万/月
2046,2021-12-28 10:07:38,上海-长宁区,大数据开发工程师,本科,3-4年经验,1.5-2万/月
2047,2021-12-28 10:07:32,成都-高新区,C++开发工程师,本科,2年经验,1.5-3万/月
2048,2021-12-28 10:07:31,杭州-滨江区,Java开发工程师,本科,3-4年经验,1.4-2万/月
2049,2021-12-28 10:07:17,深圳-龙岗区,软件开发经理,本科,5-7年经验,2.5-4.5万/月
2050,2021-12-28 10:07:05,北京-朝阳区,LINUX开发工程师,本科,3-4年经验,1.5-2万/月
2051,2021-12-28 10:07:01,上海-闵行区,C++开发工程师,本科,3-4年经验,1.5-2万/月
2052,2021-12-28 10:06:53,长沙-岳麓区,软件系统总架构师,硕士,5-7年经验,20-50万/年
2053,2021-12-28 10:06:46,武汉-东湖新技术产业开发区,云计算开发工程师,本科,3-4年经验,2-3.5万/月
2054,2021-12-28 10:06:04,长沙-雨花区,C++高级开发工程师,本科,3-4年经验,2-2.5万/月
2055,2021-12-28 10:05:33,济南-历下区,架构师,本科,5-7年经验,2.5-3万/月
2056,2021-12-28 10:05:31,上海-松江区,大数据开发工程师,本科,2年经验,1-1.5万/月
2057,2021-12-28 10:05:15,武汉-江岸区,Java开发工程师（远程办公）,大专,2年经验,0.6-1.2万/月
2058,2021-12-28 10:05:09,北京-丰台区,嵌入式软件工程师,本科,2年经验,1.2-1.8万/月
2059,2021-12-28 10:05:09,重庆-渝北区,大数据工程师（重庆）(J14441),本科,3-4年经验,0.8-1.5万/月
2060,2021-12-28 10:05:06,沈阳-浑南区,高级软件工程师（后处理方向）,硕士,2年经验,1.1-1.6万/月
2061,2021-12-28 10:05:02,哈尔滨-南岗区,大数据开发工程师,大专,1年经验,6-8千/月
2062,2021-12-28 10:04:56,武汉-江汉区,Java高级研发工程师,大专,5-7年经验,1-1.5万/月
2063,2021-12-28 10:04:51,无锡-滨湖区,交付研发工程师（JAVA）,大专,3-4年经验,0.7-1.2万/月
2064,2021-12-28 10:04:36,上海-闵行区,Golang服务端开发(9L12),本科,2年经验,1.5-2.5万/月
2065,2021-12-28 10:04:33,武汉-江夏区,Java高级开发工程师,大专,3-4年经验,1.5-3万/月
2066,2021-12-28 10:04:28,广州-天河区,数据开发/数仓开发,大专,2年经验,1.2-2万/月
2067,2021-12-28 10:04:21,上海-徐汇区,AI芯片软件工程师(22届校招岗）-[659726],硕士,无需经验,20-40万/年
2068,2021-12-28 10:04:11,成都,研发工程师,硕士,无需经验,12-20万/年
2069,2021-12-28 10:03:57,深圳-南山区,Go研发工程师,本科,1年经验,1-2万/月
2070,2021-12-28 10:03:55,合肥-包河区,Java开发工程师（金融行业）,本科,2年经验,1.3-1.8万/月
2071,2021-12-28 10:03:32,广州-越秀区,高级程序员 / 数据工程师 (企业数据管理),本科,2年经验,1.1-1.5万/月
2072,2021-12-28 10:03:27,深圳-福田区,嵌入式软件工程师,本科,1年经验,1-1.5万/月
2073,2021-12-28 10:03:05,重庆-渝北区,嵌入式Linux开发工程师,本科,3-4年经验,2-2.5万/月
2074,2021-12-28 10:02:56,上海-静安区,网络架构工程师,大专,无需经验,6-8千/月
2075,2021-12-28 10:02:32,上海-浦东新区,版本管理工程师,本科,3-4年经验,1.5-2万/月
2076,2021-12-28 10:02:28,深圳-宝安区,软件工程师（自动化方向）,本科,3-4年经验,1.2-2万/月
2077,2021-12-28 10:02:25,深圳-福田区,RPA开发工程师,大专,2年经验,1-1.5万/月
2078,2021-12-28 10:02:21,南京,主任软件开发工程师—Operations Cloud,本科,10年以上经验,3-4.6万/月
2079,2021-12-28 10:02:10,武汉,软件开发工程师（AI）,大专,2年经验,0.9-1.6万/月
2080,2021-12-28 10:01:59,长沙-天心区,后端开发工程师,大专,3-4年经验,0.8-1.4万/月
2081,2021-12-28 10:01:23,深圳-宝安区,PythonWeb开发工程师,本科,3-4年经验,1.5-2万/月
2082,2021-12-28 10:01:10,上海-徐汇区,爬虫工程师,本科,3-4年经验,1-1.5万/月
2083,2021-12-28 10:01:03,上海-闵行区,IOT MES 系统前期编程员,招1人,无需经验,5-7千/月
2084,2021-12-28 10:00:01,南京-雨花台区,C++开发工程师,本科,3-4年经验,1.5-2万/月
2085,2021-12-28 10:00:01,西安-雁塔区,应用软件开发,本科,无需经验,2-2.5万/月
2086,2021-12-28 10:00:01,沈阳,软件架构师,本科,5-7年经验,1.5-2万/月
2087,2021-12-28 10:00:01,成都-武侯区,资深存储开发工程师,本科,3-4年经验,3-6万/月
2088,2021-12-28 10:00:01,长沙-雨花区,GIS数据处理工程师,本科,1年经验,0.8-1.5万/月
2089,2021-12-28 10:00:01,杭州-上城区,系统架构师,本科,3-4年经验,3-4.5万/月
2090,2021-12-28 10:00:01,苏州-工业园区,前后端开发工程师（云端方向）,大专,2年经验,1.5-3万/月
2091,2021-12-28 10:00:01,东莞-松山湖区,服务器软件开发,本科,2年经验,1.8-2.2万/月
2092,2021-12-28 10:00:01,广州-花都区,软件开发工程师,大专,3-4年经验,0.8-1万/月
2093,2021-12-28 10:00:01,西安-高新技术产业开发区,嵌入式软件工程师,本科,3-4年经验,1.5-3万/月
2094,2021-12-28 10:00:56,成都-成华区,AI工程师,本科,2年经验,1.2-2万/月
2095,2021-12-28 10:00:49,上海-浦东新区,软件开发工程师,本科,3-4年经验,1.5-1.8万/月
2096,2021-12-28 10:00:35,上海-闵行区,嵌入式软件开发工程师,本科,2年经验,2-2.5万/月
2097,2021-12-28 10:00:32,武汉-江夏区,GIS高级软件工程师,本科,3-4年经验,1-2万/月
2098,2021-12-28 10:00:21,西安-碑林区,高级嵌入式软件开发工程师,本科,3-4年经验,1-1.5万/月
2099,2021-12-28 10:00:12,青岛-崂山区,系统及软件支持工程师,本科,2年经验,6-8千/月
2100,2021-12-28 10:00:08,常州-天宁区,应用软件工程师,本科,1年经验,0.6-1.2万/月
2101,2021-12-28 10:00:01,郑州-管城回族区,DevOps开发工程师,大专,5-7年经验,1-1.5万/月
2102,2021-12-28 10:00:01,深圳-龙华区,软件开发工程师,本科,2年经验,1-1.5万/月
2103,2021-12-28 09:59:56,重庆-沙坪坝区,软件开发工程师,硕士,无需经验,15-30万/年
2104,2021-12-28 09:59:46,杭州-钱塘区,Java开发工程师(交付中心）,本科,2年经验,0.9-1.8万/月
2105,2021-12-28 09:59:44,上海-浦东新区,软件工程师（工厂端）,大专,3-4年经验,0.8-1.5万/月
2106,2021-12-28 09:59:25,成都-高新区,初级游戏c++服务器,大专,1年经验,0.6-1.2万/月
2107,2021-12-28 09:59:15,苏州,windows应用软件开发工程,本科,3-4年经验,20-40万/年
2108,2021-12-28 09:59:03,广州-番禺区,高级数据工程师,大专,5-7年经验,1-1.8万/月
2109,2021-12-28 09:59:03,上海-浦东新区,大数据开发工程师,大专,3-4年经验,2-2.5万/月
2110,2021-12-28 09:58:26,深圳-南山区,数据报表分析/开发工程师,大专,2年经验,2-4万/月
2111,2021-12-28 09:58:21,济南-历下区,后端开发工程师,本科,2年经验,1-2万/月
2112,2021-12-28 09:58:17,福州,Java开发工程师,本科,2年经验,0.9-1.4万/月
2113,2021-12-28 09:57:33,深圳-宝安区,软件经理,大专,10年以上经验,1.2-2万/月
2114,2021-12-28 09:56:02,绍兴-诸暨市,软件开发工程师,本科,2年经验,1-2万/月
2115,2021-12-28 09:55:56,佛山-南海区,C#开发工程师,大专,1年经验,0.7-1.2万/月
2116,2021-12-28 09:55:33,杭州-滨江区,自驾车落地方案軟件研发副理/高级专员,大专,3-4年经验,1.3-2.3万/月
2117,2021-12-28 09:55:32,杭州-萧山区,GIS开发工程师,本科,1年经验,0.8-1.6万/月
2118,2021-12-28 09:55:30,上海-徐汇区,JAVA高级工程师,本科,5-7年经验,2-3.5万/月
2119,2021-12-28 09:55:18,苏州,SLAM算法高级工程师,本科,3-4年经验,1.5-2.5万/月
2120,2021-12-28 09:55:07,南京-雨花台区,资深开发工程师-macOS/iOS,本科,3-4年经验,1.5-2.5万/月
2121,2021-12-28 09:55:05,上海-长宁区,Hadoop开发工程师,大专,3-4年经验,2-4万/月
2122,2021-12-28 09:55:05,上海-徐汇区,PHP 高级研发工程师,本科,3-4年经验,1-2万/月
2123,2021-12-28 09:54:14,深圳,系统开发工程师,本科,3-4年经验,1.3-1.5万/月
2124,2021-12-28 09:53:27,佛山-顺德区,软件助理工程师,本科,3-4年经验,1-2万/月
2125,2021-12-28 09:53:57,广州-天河区,初级后端开发师（接受优秀应届生）,本科,1年经验,0.8-1万/月
2126,2021-12-28 09:53:57,杭州-钱塘区,嵌入式软件工程师（周末双休）,本科,5-7年经验,1.2-2.4万/月
2127,2021-12-28 09:53:55,上海-长宁区,大数据建模工程师,大专,2年经验,1.5-2万/月
2128,2021-12-28 09:53:53,深圳-福田区,ElasticSearch开发,本科,2年经验,1.5-3.5万/月
2129,2021-12-28 09:53:48,深圳-福田区,资深全栈软件工程师,本科,3-4年经验,4-5万/月
2130,2021-12-28 09:53:41,上海,高级服务端开发工程师,本科,3-4年经验,1.5-3万/月
2131,2021-12-28 09:53:38,上海-浦东新区,工具开发工程师,本科,2年经验,1.5-3万/月
2132,2021-12-28 09:53:31,成都,嵌入式软件工程师,本科,1年经验,1-1.6万/月
2133,2021-12-28 09:53:16,上海-松江区,软件工程师,本科,1年经验,1.5-2万/月
2134,2021-12-28 09:53:13,上海-闵行区,Java开发工程师,大专,3-4年经验,1.5-2万/月
2135,2021-12-28 09:53:00,广州-番禺区,高级数据开发工程师,大专,5-7年经验,1.5-2万/月
2136,2021-12-28 09:52:48,深圳-南山区,全栈工程师（深圳）,本科,2年经验,2-4万/月
2137,2021-12-28 09:52:40,深圳-福田区,系统架构师,本科,5-7年经验,4-8万/月
2138,2021-12-28 09:52:38,济南-市中区,Java开发工程师,大专,2年经验,0.8-1.5万/月
2139,2021-12-28 09:52:25,惠州,后端开发工程师,本科,2年经验,1-1.5万/月
2140,2021-12-28 09:52:22,深圳-光明区,SLAM导航算法工程师（深圳光明）,本科,2年经验,2-4万/月
2141,2021-12-28 09:52:08,深圳-福田区,Senior Software Engineer,本科,5-7年经验,3.8-4.5万/月
2142,2021-12-28 09:52:04,武汉-江岸区,大数据开发工程师,本科,3-4年经验,1-2.5万/月
2143,2021-12-28 09:51:34,苏州-工业园区,C++开发工程师,本科,无需经验,1.2-1.7万/月
2144,2021-12-28 09:51:28,深圳-宝安区,slam算法工程师,本科,2年经验,1-2万/月
2145,2021-12-28 09:51:27,广州,大数据开发工程师,大专,2年经验,0.8-1.2万/月
2146,2021-12-28 09:51:23,重庆-南岸区,软件配置管理工程师,本科,3-4年经验,0.6-1万/月
2147,2021-12-28 09:51:11,上海,软件开发工程师/ATE/自动化,本科,2年经验,1.5-2.5万/月
2148,2021-12-28 09:51:08,武汉-江岸区,软件开发工程师（3-209）,本科,5-7年经验,0.8-1.6万/月
2149,2021-12-28 09:51:01,深圳-南山区,软件工程师,大专,3-4年经验,2-2.5万/月
2150,2021-12-28 09:50:40,北京-海淀区,大数据与人工智能算法工程师,本科,3-4年经验,1.2-2万/月
2151,2021-12-28 09:50:20,杭州-西湖区,linux网络软件工程师,本科,3-4年经验,40-50万/年
2152,2021-12-28 09:50:18,成都,大数据开发工程师,本科,5-7年经验,1.5-2.5万/月
2153,2021-12-28 09:50:06,深圳-南山区,软件工程师,本科,3-4年经验,2-2.5万/月
2154,2021-12-28 09:49:52,上海-普陀区,技术美术师,大专,2年经验,1.5-3万/月
2155,2021-12-28 09:49:44,成都-成华区,开发工程师,大专,2年经验,0.5-1万/月
2156,2021-12-28 09:49:33,苏州-工业园区,C#上位机开发工程师,本科,3-4年经验,3-4万/月
2157,2021-12-28 09:49:21,北京,高级软件工程师,本科,5-7年经验,2-2.5万/月
2158,2021-12-28 09:49:06,上海-长宁区,架构师,本科,3-4年经验,2.5-3万/月
2159,2021-12-28 09:48:57,深圳-宝安区,视觉软件开发设计师,大专,3-4年经验,1.5-2.5万/月
2160,2021-12-28 09:48:53,广州-番禺区,嵌入式软件工程师 月薪12000 以上,本科,1年经验,1-1.5万/月
2161,2021-12-28 09:48:41,成都-高新区,上位机软件工程师（C#）,本科,2年经验,0.6-1.2万/月
2162,2021-12-28 09:48:35,杭州-余杭区,Java开发工程师 (MJ000029),本科,3-4年经验,1.1-2.2万/月
2163,2021-12-28 09:48:29,广州-黄埔区,初级java工程师（信科）,大专,1年经验,0.7-1万/月
2164,2021-12-28 09:48:03,杭州-拱墅区,中级爬虫工程师,本科,2年经验,1-1.5万/月
2165,2021-12-28 09:48:00,南京-雨花台区,爬虫开发工程师,大专,2年经验,0.8-1.5万/月
2166,2021-12-28 09:47:52,上海-徐汇区,大数据infra高级开发/维护工程师,大专,5-7年经验,1.5-3万/月
2167,2021-12-28 09:47:49,上海-浦东新区,软件工程师（量子计算）,本科,2年经验,1.1-1.3万/月
2168,2021-12-28 09:47:43,重庆-渝北区,射频驱动软件工程师,本科,1年经验,1.5-3万/月
2169,2021-12-28 09:47:29,上海-嘉定区,Software Engineer 整车电子软件工程师,本科,3-4年经验,1.5-2万/月
2170,2021-12-28 09:47:27,广州-天河区,Java中高级,大专,3-4年经验,1.2-1.6万/月
2171,2021-12-28 09:47:18,上海-浦东新区,C/C++开发工程师 / 软件工程师,本科,2年经验,1-2万/月
2172,2021-12-28 09:47:05,北京-朝阳区,SAS 程序员,本科,3-4年经验,1.5-2万/月
2173,2021-12-28 09:46:54,深圳-龙岗区,ERP开发工程师（Odoo二次开发）,大专,3-4年经验,1.5-2.5万/月
2174,2021-12-28 09:46:27,昆明-盘龙区,后端开发工程师（NodeJS）,大专,2年经验,0.8-1.3万/月
2175,2021-12-28 09:46:25,上海-松江区,软件开发工程师,本科,3-4年经验,0.8-1.5万/月
2176,2021-12-28 09:46:23,成都-武侯区,初级java工程师,大专,无需经验,5-8千/月
2177,2021-12-28 09:46:18,上海-黄浦区,软件工程师,本科,无需经验,0.8-1.2万/月
2178,2021-12-28 09:46:12,武汉,软件工程师（武汉）,本科,5-7年经验,1.5-2.5万/月
2179,2021-12-28 09:45:59,中山,高级软件工程师,本科,5-7年经验,1.8-3万/月
2180,2021-12-28 09:45:43,呼和浩特,Java开发工程师,大专,2年经验,0.8-1.2万/月
2181,2021-12-28 09:45:32,杭州-余杭区,大数据架构师,本科,2年经验,0.9-1.8万/月
2182,2021-12-28 09:45:27,广州-番禺区,Java中级开发工程师,本科,3-4年经验,1-1.5万/月
2183,2021-12-28 09:45:21,上海-闵行区,Java高级开发工程师,本科,5-7年经验,2-2.5万/月
2184,2021-12-28 09:45:13,广州-海珠区,大数据开发工程师 (MJ000694),本科,2年经验,1.2-1.5万/月
2185,2021-12-28 09:45:00,上海-浦东新区,云平台Java架构师/高级开发工程师 (MJ000041),本科,10年以上经验,3-5万/月
2186,2021-12-28 09:44:51,上海-嘉定区,C++高级开发工程师,本科,5-7年经验,2.5-5万/月
2187,2021-12-28 09:44:51,杭州-西湖区,Java开发工程师,大专,3-4年经验,1.2-1.6万/月
2188,2021-12-28 09:44:51,深圳-福田区,Sr. Firmware Engineer / 高级固件工程师,本科,5-7年经验,2-4万/月
2189,2021-12-28 09:44:43,上海,大数据开发工程师（flink),本科,3-4年经验,1.8-2.5万/月
2190,2021-12-28 09:44:30,上海-浦东新区,Linux系统工程师,大专,1年经验,0.7-1.2万/月
2191,2021-12-28 09:44:03,成都,C++开发工程师,本科,2年经验,1-2万/月
2192,2021-12-28 09:43:49,广州-越秀区,Java工程师（外包电网）,大专,2年经验,0.8-1.3万/月
2193,2021-12-28 09:43:47,深圳-南山区,大数据工程师,本科,3-4年经验,1.3-2.3万/月
2194,2021-12-28 09:43:10,上海-嘉定区,工具链开发工程师,本科,3-4年经验,1.8-2.3万/月
2195,2021-12-28 09:42:44,重庆-渝北区,DPS软件工程师,硕士,无需经验,1-2万/月
2196,2021-12-28 09:42:41,上海-浦东新区,嵌入式软件工程师,本科,3-4年经验,1.5-3万/月
2197,2021-12-28 09:42:30,北京-西城区,中级数据研发工程师,本科,3-4年经验,1-1.5万/月
2198,2021-12-28 09:42:29,无锡-无锡新区,Linux开发工程师,本科,1年经验,1.5-2.5万/月
2199,2021-12-28 09:42:25,上海-长宁区,软件工程师(WPF),大专,1年经验,1.1-2.5万/月
2200,2021-12-28 09:42:04,上海-闵行区,PHP高级开发工程师,本科,5-7年经验,2-3万/月
2201,2021-12-28 09:41:52,上海-徐汇区,大数据开发工程师,本科,3-4年经验,1.5-2万/月
2202,2021-12-28 09:41:35,杭州-钱塘区,物理控制工程师,本科,无需经验,30-40万/年
2203,2021-12-28 09:41:27,深圳-南山区,电子/嵌入式开发（实习生）,本科,无需经验,1-1.2万/月
2204,2021-12-28 09:41:15,广州,脚本开发工程师,大专,3-4年经验,1.5-2万/月
2205,2021-12-28 09:41:08,武汉,Java中级开发工程师,本科,3-4年经验,0.7-1万/月
2206,2021-12-28 09:41:06,上海,高级后端开发工程师,本科,8-9年经验,3-4万/月
2207,2021-12-28 09:40:57,呼和浩特,大数据工程师,大专,3-4年经验,1.5-3万/月
2208,2021-12-28 09:40:46,深圳-福田区,大数据架构师,本科,2年经验,3-4.5万/月
2209,2021-12-28 09:40:25,上海,高级全栈开发/Senior Full-stack,本科,5-7年经验,2.2-3.5万/月
2210,2021-12-28 09:40:24,郑州-高新区,大数据开发工程师,本科,5-7年经验,0.8-1.4万/月
2211,2021-12-28 09:40:13,徐州,软件架构师,本科,3-4年经验,1-2万/月
2212,2021-12-28 09:40:13,广州-南沙区,网络研发工程师,本科,3-4年经验,2-2.5万/月
2213,2021-12-28 09:40:01,重庆-渝北区,SCM Engineer 软件配置管理工程师,本科,3-4年经验,0.8-1万/月
2214,2021-12-28 09:39:58,上海,嵌入式控制软件leader,本科,3-4年经验,35-45万/年
2215,2021-12-28 09:39:50,广州-白云区,爬虫工程师,大专,3-4年经验,1.5-2万/月
2216,2021-12-28 09:39:35,武汉-洪山区,中级开发工程师,大专,3-4年经验,0.8-1.4万/月
