机构编号,医疗机构名称,医疗机构等级,医疗机构类型,医疗机构地址
H11011900151,北京市延庆区医院（北京大学第三医院延庆医院）,三级,综合医院,北京市延庆区东顺城街28号，延庆区百泉路37号
H11011701509,北京市平谷区马坊镇社区卫生服务中心（北京市平谷区马坊中心卫生院）,一级,社区卫生服务中心,北京市平谷区马坊镇西大街32号
H11011901647,北京市延庆区八达岭镇大浮坨社区卫生服务站,未定级,社区卫生服务站,北京市延庆区八达岭镇大浮坨村委会院内
H11011701510,北京市平谷区南独乐河镇甘营村社区卫生服务站,未定级,社区卫生服务站,北京市平谷区南独乐河镇顺平路望马台路口西南角
H11011901648,北京市延庆区八达岭镇里炮社区卫生服务站,未定级,社区卫生服务站,北京市延庆区八达岭镇里炮村村委会
H11011701511,北京市平谷区南独乐河镇社区卫生服务中心（北京市平谷区南独乐河卫生院）,一级,社区卫生服务中心,北京市平谷区南独乐河镇南独乐河镇粮管所路169号
H11011701512,北京市平谷区平谷镇海关西园社区卫生服务站,未定级,社区卫生服务站,北京市平谷区平谷镇海关西园甲1号楼3单元1号
H11011400027,北京市昌平区城区社区卫生服务中心邓庄社区卫生服务站,未定级,社区卫生服务站,北京市昌平区
H11011400028,北京九华医院,一级,综合医院,北京市昌平区小汤山镇葫芦河村北
H11011400029,北京龙禧医院,一级,综合医院,北京市昌平区回龙观文化居住区龙禧三街及城南街道邓庄村02号
H11011400030,北京清华长庚医院,三级,综合医院,北京市昌平区东小口镇立汤路168号
H11011400031,北京市昌平区博仁医院,一级,综合医院,北京市昌平区水南路6号楼
H11011400032,北京市昌平区城北街道朝凤社区卫生服务站,未定级,社区卫生服务站,北京市昌平区朝凤庵村
H11011400033,北京市昌平区城北街道一街社区卫生服务站,未定级,社区卫生服务站,北京市昌平区一街石坊院
H11011400034,北京市昌平区城南街道水屯社区卫生服务站,未定级,社区卫生服务站,北京市昌平区城南街道水屯村
H11011400035,北京市昌平区城南街道拓然家苑社区卫生服务站,未定级,社区卫生服务站,北京市昌平区城南街道拓然家苑
H11011400037,北京市昌平区城区八街社区卫生服务站,未定级,社区卫生服务站,北京市昌平区西环路16号
H11011802615,北京市密云区石城镇社区卫生服务中心（北京市密云区石城镇卫生院）,一级,社区卫生服务中心,北京市密云区石城镇北石城村
H11011701464,北京市平谷区宏佳源诊所,未定级,普通诊所,平谷区滨河街道新开街19号楼
H11011802620,北京市密云区溪翁庄镇社区卫生服务中心石马峪社区卫生服务站,未定级,社区卫生服务站,溪翁庄镇石马峪村
H11011701468,北京市平谷区后罗庄社区卫生服务站,未定级,社区卫生服务站,北京市平谷区后罗庄村委会北80米
镇北白岩村
H11011802633,北京市密云区冯家峪镇社区卫生服务中心（北京市密云区冯家峪镇卫生院）,一级,社区卫生服务中心,北京市密云区冯家峪镇冯家峪村99号
H11011802644,北京市密云区大城子镇王各庄村村卫生室,未定级,村卫生室,北京市密云区大城子镇王各庄村北周家地16号
水梁前街
H11011400177,北京太阳城银龄老年公寓医务室,未定级,医务室,北京市昌平区立汤路小汤山镇马坊村老年集体公寓A栋101/102/128/129/130房间
H11011802645,北京市密云区大城子镇苍术会村张明安村卫生室,未定级,村卫生室,北京市密云区大城子镇苍术会村前队中街25号
H11011701473,北京市平谷区黄松峪乡刁窝村社区卫生服务站,未定级,社区卫生服务站,北京市平谷区黄松峪乡刁窝村委员会院内
H11011502127,北京市大兴区旧宫镇社区卫生服务中心（北京市大兴区旧宫医院）,一级,社区卫生服务中心,大兴区旧宫镇庑殿路32号
政府东侧、北京市昌平区回龙观小区龙锦二街90号、北京市昌平区回龙观龙跃街10号院3号楼
H11011802646,北京市密云区大城子镇庄头村村卫生室,未定级,村卫生室,北京市密云区大城子镇庄头村庄头5号
H11011701476,北京市平谷区黄松峪乡黑豆峪村社区卫生服务站,未定级,社区卫生服务站,北京市平谷区黄松峪乡黑豆峪村南
H11011400182,北京中联燕龙医院,一级,综合医院,北京市昌平区西关三角地综合楼12号
H11011502128,北京市大兴区亦庄镇社区卫生服务中心（北京市大兴区亦庄医院）,一级,社区卫生服务中心,大兴区亦庄镇政府南100米、北京市大兴区亦庄镇泰河园七里12号楼、北京市大兴区鹿华路10号院10号楼
H11011802647,北京市密云区大城子镇柏崖村丽君村卫生室,未定级,村卫生室,北京市密云区大城子镇柏崖村黄门庙21号
H11011701479,北京市平谷区黄松峪乡社区卫生服务中心（北京市平谷区黄松峪卫生院）,一级,社区卫生服务中心,北京市平谷区黄松峪乡黄松峪村东大街384号
H11011502130,北京市大兴区采育镇康营社区卫生服务站,未定级,社区卫生服务站,北京市大兴区采育镇康营村
H11011802648,北京市密云区大城子镇碰河寺村村卫生室,未定级,村卫生室,北京市密云区大城子镇碰河寺村村委员会院内
H11011502131,北京市大兴区魏善庄镇王各庄社区卫生服务站,未定级,社区卫生服务站,大兴区魏善庄镇王各庄村
H11011400187,北京睿养中医医院,一级,中医（综合）医院,北京市昌平区回龙观镇良庄街4号楼-1至2层03、04
H11011701489,北京市平谷区金海湖镇社区卫生服务中心（北京市平谷区金海湖中心卫生院）,一级,社区卫生服务中心,北京市平谷区金海湖镇滑子村南
H11011802649,北京市密云区大城子镇北沟村村卫生室,未定级,村卫生室,北京市密云区大城子镇北沟村委会院内
H11011400189,北京市昌平区东小口社区卫生服务中心北京市昌平区东小口镇卫生院,一级,社区卫生服务中心,北京市昌平区东小口镇陈营村北
H11011502132,北京市大兴区魏善庄镇西南研垡社区卫生服务站,未定级,社区卫生服务站,北京市大兴区魏善庄镇西南研垡村
H11011701490,北京市平谷区刘家店镇北吉山社区卫生服务站,未定级,社区卫生服务站,北京市平谷区刘家店镇北吉山村西头
H11011400191,北京市昌平区沙河社区卫生服务中心北京市昌平区沙河镇卫生院,一级,社区卫生服务中心,北京市昌平区沙河镇展思门路5号
H11011502133,北京永林中西医结合医院,一级,中西医结合医院,北京市大兴区枣园路天健广场29号院1-5层101
H11011701491,北京市平谷区刘家店镇行宫社区卫生服务站,未定级,社区卫生服务站,北京市平谷区刘家店镇行宫村南头
H11011701492,北京市平谷区刘家店镇社区卫生服务中心（北京市平谷区刘家店卫生院）,一级,社区卫生服务中心,北京市平谷区刘家店镇刘家店村西路18号
H11011400193,北京市昌平区延寿社区卫生服务中心北京市昌平区延寿镇卫生院,一级,社区卫生服务中心,北京市昌平区十三陵镇景陵村
H11011502134,大兴区魏善庄镇陈各庄社区卫生服务站,未定级,社区卫生服务站,大兴区魏善庄镇陈各庄村
H11011400102,北京市昌平区回龙观社区卫生服务中心龙腾苑四区社区卫生服务站,未定级,社区卫生服务站,北京市昌平区回龙观镇龙腾苑四区底商4、5号
H11011400194,北京市昌平区十三陵社区卫生服务中心北京市昌平区十三陵镇卫生院,一级,社区卫生服务中心,北京市昌平区十三陵镇胡庄村
H11011502135,北京市大兴区福提园养老院医务室,未定级,医务室,北京市大兴区北臧村镇北高各庄村
H11011400103,北京市昌平区回龙观社区卫生服务中心龙跃苑社区卫生服务站,未定级,社区卫生服务站,北京市昌平区回龙观镇龙跃苑三区底商2号
H11011502143,北京市大兴区新源时代社区卫生服务站,未定级,社区卫生服务站,北京市大兴区黄村镇新源时代小区内
H11011400104,北京市昌平区回龙观社区卫生服务中心南店社区卫生服务站,未定级,社区卫生服务站,北京市昌平区回龙观镇南店村委会东侧
H11011400195,北京泰康燕园康复医院,二级,康复医院,北京市昌平区南邵镇景荣街2号
H11011502162,北京市大兴区黄村镇刘村社区卫生服务站,未定级,社区卫生服务站,北京市大兴区黄村镇刘村
��市昌平区回龙观龙域东一路8号院1号楼
H11011400106,北京市昌平区回龙观社区卫生服务中心通达园社区卫生服务站,未定级,社区卫生服务站,北京市昌平区回龙观镇通达园小区居委会
H11011400107,北京市昌平区回龙观社区卫生服务中心云趣园三区社区卫生服务站,未定级,社区卫生服务站,北京市昌平区回龙观镇云趣园三区11号楼
H11011400111,北京市昌平区流村镇北庄村卫生室,未定级,村卫生室,北京市昌平区流村镇北庄村村委会院
H11011400112,北京市昌平区流村镇禾子涧村卫生室,未定级,村卫生室,北京市昌平区流村镇禾子涧村村委会
H11011400113,北京市昌平区流村镇黄土洼村卫生室,未定级,村卫生室,北京市昌平区流村镇黄土洼村村委会
H11011400114,北京市昌平区流村镇溜石港村卫生室,未定级,村卫生室,北京市昌平区流村镇溜石港村委会北10米平房
H11011400039,北京市昌平区城区畅椿阁社区卫生服务站,未定级,社区卫生服务站,北京市昌平区龙水路38号院6号楼首层101号、105号、106号
H11011400040,北京市昌平区城区东关南里社区卫生服务站,未定级,社区卫生服务站,昌平区昌平镇东关南里小区26号楼1-3层商业
H11011400041,北京市昌平区城区二街社区卫生服务站,未定级,社区卫生服务站,北京市昌平区昌平镇雅馨家园14号楼1至2层
H11011400042,北京市昌平区城区郝庄社区卫生服务站,未定级,社区卫生服务站,北京市昌平区郝庄家园东区
H11011400043,北京市昌平区城区宁馨苑社区卫生服务站,未定级,社区卫生服务站,北京市昌平区昌平镇宁馨苑13号楼1至2层商6
H11011400044,北京市昌平区城区社区卫生服务中心,一级,社区卫生服务中心,北京市昌平区城北街道南环里53号
H11011400045,北京市昌平区城区西关社区卫生服务站,未定级,社区卫生服务站,北京市昌平区城角西路红冶宿舍楼北侧西关村委
H11011400046,北京市昌平区城区永安社区卫生服务站,未定级,社区卫生服务站,北京市昌平区城区永安里小区
H11011400047,北京市昌平区医院,三级,综合医院,北京市昌平区鼓楼北街9号
H11011400049,北京市昌平区中医医院,三级,中医（综合）医院,北京市昌平区城区东环路南段、北京市昌平区东小口镇天通苑西一区25号楼
H11011501195,北京市大兴区黄村镇立垡社区卫生服务站,未定级,社区卫生服务站,北京市大兴区黄村镇立垡村
H11011501204,北京市大兴区黄村镇枣园尚城社区卫生服务站,未定级,社区卫生服务站,北京市大兴区黄村镇枣园尚城北区2号楼
H11011501212,北京市大兴区旧宫新苑社区卫生服务中心,一级,社区卫生服务中心,北京市大兴区旧宫镇旧桥路12号院21号楼、26号楼
H11011501223,北京市大兴区康家乐老年病医院,二级,其他专科医院,北京市大兴区庞各庄镇薛福路39号院1号楼
H11011501224,北京市大兴区礼贤镇佃子社区卫生服务站,未定级,社区卫生服务站,大兴区礼贤镇佃子村
H11011501225,北京市大兴区礼贤镇东段社区卫生服务站,未定级,社区卫生服务站,大兴区礼贤镇东段村
H11011501246,北京市大兴区礼贤镇东黄垡社区卫生服务站,未定级,社区卫生服务站,大兴区礼贤镇东黄垡村
H11011501247,北京市大兴区礼贤镇贺北社区卫生服务站,未定级,社区卫生服务站,大兴区礼贤贺北村
H11011501248,北京市大兴区礼贤镇黎明社区卫生服务站,未定级,社区卫生服务站,大兴区礼贤镇黎明村
H11011501249,北京市大兴区礼贤镇刘各庄社区卫生服务站,未定级,社区卫生服务站,大兴区礼贤镇刘各庄村
H11011701579,北京市平谷区峪口镇兴隆庄社区卫生服务站,未定级,社区卫生服务站,北京市平谷区峪口镇兴隆庄村东二路48号
H11011701581,北京市平谷区峪口镇峪口社区卫生服务站,未定级,社区卫生服务站,北京市平谷区峪口镇峪南北路48号
H11011701582,北京市平谷区峪口镇云峰寺社区卫生服务站,未定级,社区卫生服务站,北京市平谷区峪口镇云峰寺村峰云街29号
H11011701583,北京市平谷区峪口镇中桥社区卫生服务站,未定级,社区卫生服务站,北京市平谷区峪口镇中桥村北大街27号
H11011701585,北京市平谷区御芝堂中医诊所,未定级,中医诊所,北京市平谷区平谷镇旧城街37号5号楼
H11011701586,北京市平谷区园田队社区卫生服务站,未定级,社区卫生服务站,北京市平谷区平谷镇园田队四眼井胡同36号
H11011701587,北京市平谷区镇罗营社区卫生服务中心（北京市平谷区镇罗营卫生院）,一级,社区卫生服务中心,北京市平谷区镇罗营镇上营村158号
H11011701588,北京市平谷区镇罗营镇玻璃台社区卫生服务站,未定级,社区卫生服务站,北京市平谷区镇罗营镇玻璃台村中
H11011701589,北京市平谷区镇罗营镇关上社区卫生服务站,未定级,社区卫生服务站,北京市平谷区镇罗营镇关上村
H11011701590,北京市平谷区镇罗营镇上镇社区卫生服务站,未定级,社区卫生服务站,北京市片平谷区镇罗营镇上镇后街137号
H11011802853,北京市密云区太师屯镇大漕村村卫生室,未定级,村卫生室,北京市密云区太师屯镇大漕村301号
H11011802854,北京市密云区西田各庄镇太子务村村卫生室,未定级,村卫生室,北京市密云区西田各庄镇太子务村
H11011802855,北京市密云区太师屯镇龙潭沟村村卫生室,未定级,村卫生室,北京市密云区太师屯镇龙潭沟村下湾子235号
H11011802856,北京市密云区北庄镇杨家堡村许桂芹村卫生室,未定级,村卫生室,北京市密云区北庄镇杨家堡村
H11011802857,北京市密云区巨各庄镇东白岩村任善地村卫生室,未定级,村卫生室,北京市密云区巨各庄镇东白岩村委会东院
H11011802858,北京市密云区北庄镇土门村许文清村卫生室,未定级,村卫生室,北京市密云区北庄镇土门村59号
H11011802859,北京市密云区巨各庄镇前焦家坞村朱丛贤村卫生室,未定级,村卫生室,北京市密云区巨各庄镇前焦家坞村（村委会北50米）
H11011802860,北京市密云区太师屯镇流河沟村芦头村加利村卫生室,未定级,卫生所（室）,北京市密云区太师屯镇流河沟村芦头村公园内
H11011802861,北京市密云区巨各庄镇东白岩村李德福村卫生室,未定级,村卫生室,北京市密云区巨各庄镇东白岩村97号
H11011802862,北京市密云区巨各庄镇塘峪村树华村卫生室,未定级,村卫生室,北京市密云区巨各庄镇塘峪村中心大街82号
H11011701383,北京市慧慈医院,一级,综合医院,北京市平谷区平谷镇新开街7号
H11011701384,北京市平谷区滨河街道滨河小区社区卫生服务站,未定级,社区卫生服务站,北京市平谷区平谷镇滨河小区20号楼4单元2号
H11011701385,北京市平谷区滨河街道金谷园社区卫生服务站,未定级,社区卫生服务站,北京市平谷区平谷镇金谷园小工6-1-1
H11011701386,北京市平谷区滨河街道金海小区社区卫生服务站,未定级,社区卫生服务站,北京市平谷区平谷镇金海小区17楼4单元2号
H11011502115,北京市大兴区旧宫镇灵秀山庄社区卫生服务站,未定级,社区卫生服务站,北京市大兴区旧宫镇灵秀山庄
H11011701387,北京市平谷区滨河街道林荫家园社区卫生服务站,未定级,社区卫生服务站,平谷镇林荫家园底商9-36号
H11011502116,北京市大兴区旧宫镇南街社区卫生服务站,未定级,社区卫生服务站,北京市大兴区旧宫镇南街一村
H11011701388,北京市平谷区滨河街道南小区社区卫生服务站,未定级,社区卫生服务站,北京市平谷区滨河街道南小区3号楼前
�阳坊村
H11011502117,大兴区城镇清逸园社区卫生服务站,未定级,社区卫生服务站,北京市大兴区旧宫东路74号
H11011402572,北京市昌平区崔村社区卫生服务中心北京市昌平区崔村镇卫生院,一级,社区卫生服务中心,北京市昌平区崔村镇政府街
H11011701389,北京市平谷区滨河街道社区卫生服务中心,未定级,社区卫生服务中心,北京市平谷区府前西街26号
H11011502118,北京市大兴区社会福利院医务室,未定级,医务室,大兴区旧宫镇三海子
H11011402573,北京市昌平区沙河镇辛力屯村卫生室,未定级,卫生所（室）,北京市昌平区沙河镇辛力屯村南四街1号
H11011701390,北京市平谷区滨河街道向阳小区社区卫生服务站,未定级,社区卫生服务站,北京市平谷区都丽豪庭5号楼2单元105号
H11011502120,北京市芦城体育运动技术学校医务室,未定级,医务室,大兴区黄村镇芦城
H11011701391,北京市平谷区大华山镇大峪子村社区卫生服务站,未定级,社区卫生服务站,北京市平谷区大华山镇大峪子村委会院内（大峪子大街15号）
H11011402574,北京市昌平区南邵社区卫生服务中心姜屯社区卫生服务站,未定级,社区卫生服务站,北京市昌平区南邵镇姜屯村
H11011502121,北京市利康医院,一级,综合医院,北京市大兴区魏永路9号、北京市大兴区团河路33号
H11011701392,北京市平谷区大华山镇东辛撞村社区卫生服务站,未定级,社区卫生服务站,北京市平谷区大华山镇东辛撞村委会院内46号
H11011502123,北京市大兴区采育镇大同营社区卫生服务站,未定级,社区卫生服务站,北京市大兴区采育镇大皮营，大同营村
H11011402575,北京市昌平区南邵社区卫生服务中心营坊社区卫生服务站,未定级,社区卫生服务站,北京市昌平区南邵镇营坊村
H11011502124,北京市大兴区采育镇北辛店社区卫生服务站,未定级,社区卫生服务站,大兴区采育镇北辛店村
H11011402580,北京京都儿童医院,三级,儿童医院,北京市昌平区回龙观东大街308号院1
H11011502125,北京市大兴区安定镇后安定社区卫生服务站,未定级,社区卫生服务站,北京市大兴区安定镇后安定村
H11011402581,北京市昌平区百善镇半壁街村卫生室,未定级,村卫生室,北京市昌平区百善镇半壁街村3号
H11011502126,北京市大兴区黄村镇社区卫生服务中心（北京市大兴区黄村医院）,一级,中心卫生院,北京市大兴区黄村镇狼垡二村、北京市大兴区黄村镇芦城西大街53号
H11011402582,北京市昌平区马池口社区卫生服务中心马池口社区卫生服务站,未定级,社区卫生服务站,北京市昌平区马池口镇马池口村北
H11011402583,北京小汤山医院（北京小汤山疗养院）,三级,综合医院,北京市昌平区小汤山镇
H11011402632,北京太阳城医院,一级,综合医院,北京市昌平区立汤路30号
H11011901735,北京市延庆区延庆镇西屯社区卫生服务站,未定级,社区卫生服务站,北京市延庆区延庆镇西屯村
H11011502345,北京市大兴区亦庄三羊社区卫生服务站,未定级,社区卫生服务站,北京市大兴区亦庄镇小康东里物业楼一层
H11011901737,北京市延庆区永宁镇清泉铺社区卫生服务站,未定级,社区卫生服务站,北京市延庆区永宁镇清泉铺村
H11011502503,北京市大兴区金鹤老年护养院医务室,未定级,医务室,北京市大兴区黄村镇狼垡二村南工业园区亿发管委会西侧
H11011502602,北京椿萱茂凯健养老服务有限公司医务室,未定级,医务室,北京市大兴区亦庄镇经海二路2号
H11011502920,北京陆道培医院,三级,血液病医院,北京市北京经济技术开发区同济南路22号
H11011901742,北京市延庆区永宁镇吴坊营社区卫生服务站,未定级,社区卫生服务站,北京市延庆区永宁镇吴坊营村
H11011502960,北京市大兴区黄村镇孙村卫生院,一级,乡卫生院,北京市大兴区海鑫路24号东侧
H11011901765,北京市延庆区永宁镇西灰岭社区卫生服务站,未定级,社区卫生服务站,北京市延庆区永宁镇西灰岭村
H11011503000,北京市大兴区盛嘉华苑社区卫生服务站,未定级,社区卫生服务站,北京市大兴区团河路48号院盛嘉华苑小区1-1-1、1-2-2
H11011901767,北京市延庆区张山营镇靳家堡社区卫生服务站,未定级,社区卫生服务站,北京市延庆区张山营镇靳家堡村
H11011503001,中国中医科学院广安门医院（南区）,三级,中医（综合）医院,北京市大兴区黄村兴丰大街二段138号（南区）
H11011901768,北京市延庆区张山营镇上板泉社区卫生服务站,未定级,社区卫生服务站,北京市延庆区张山营镇上板泉村
H11011503002,北京市大兴区首座御园社区卫生服务站,未定级,社区卫生服务站,北京市大兴区广和大街7号院44号楼1层
H11011901770,北京市延庆区张山营镇社区卫生服务中心,一级,社区卫生服务中心,北京市延庆区张山营镇张山营村
H11011503040,北京市健邦医院投资有限责任公司友爱医院,一级,综合医院,北京市大兴区黄村镇海子角村北海北路38号
H11011901772,北京市延庆区张山营镇西五里营社区卫生服务站,未定级,社区卫生服务站,北京市延庆区张山营镇西五里营村
H11011600825,北京怀柔中唐医院,一级,综合医院,北京市怀柔区开放路金台园一号
H11011901775,北京市延庆区张山营镇下营社区卫生服务站,未定级,社区卫生服务站,北京市延庆区张山营镇下营村
H11011901776,北京市延庆区张山营镇小河屯社区卫生服务站,未定级,社区卫生服务站,北京市延庆区张山营镇小河屯村
H11011400115,北京市昌平区流村镇长峪城村卫生室,未定级,村卫生室,北京市昌平区流村镇长峪城村村委会
H11011400117,北京市昌平区沙河高教园区社区卫生服务中心五福家园社区卫生服务站,未定级,社区卫生服务站,北京市昌平区沙河镇五福家园
H11011400118,北京市昌平区沙河高教园区社区卫生服务中心北街家园社区卫生服务站,未定级,社区卫生服务站,北京市昌平区沙河高教园区北街家园六区5号楼
H11011400119,北京市昌平区沙河高教园区社区卫生服务中心兆丰家园社区卫生服务站,未定级,社区卫生服务站,北京市昌平区沙河高教园兆丰家园西区12-1
H11011400120,北京市昌平区沙河高教园区社区卫生服务中心,未定级,社区卫生服务中心,北京市昌平区沙河镇高教园北四街5号院12号楼，北京市昌平区沙河镇高教园北四街5号院14号楼一层南侧两间房
H11011400155,北京市昌平区延寿镇辛庄村卫生室,未定级,医务室,北京市昌平区延寿镇辛庄村村委会院内
H11011400129,北京市昌平区沙河中西医结合医院,一级,中西医结合医院,北京市昌平区沙河镇巩华城大街42号
H11011400164,北京市第二社会福利院附属医院,一级,综合医院,昌平区北七家镇曹八西路26号
H11011400131,北京市昌平区十三陵镇黄泉寺村卫生室,未定级,社区卫生服务中心,北京市昌平区十三陵镇黄泉寺村村委会对面南200米
H11011400166,北京市亚太中医骨科医院,一级,骨科医院,北京市昌平区东小口镇天通北苑二区甲13号-1至3层2（1至3层）
H11011400152,北京市昌平区十三陵镇老君堂村卫生室,未定级,村卫生室,北京市昌平区十三陵镇老君堂村原老年活动中心
H11011400167,北京太申祥和中医医院,一级,中医（综合）医院,北京市昌平区回龙观镇西店村463号
H11011400153,北京市昌平区兴寿镇桃峪口村卫生室,未定级,村卫生室,北京市昌平区兴寿镇桃峪口村67号
H11011400169,北京天苑医院,一级,综合医院,北京市昌平区天通苑东三区56号
H11011400170,北京同汇中医医院,一级,中医（综合）医院,北京市昌平区天通苑三区2号楼
H11011400154,北京市昌平区延寿镇连山石村卫生室,未定级,医务室,北京市昌平区延寿镇连山石村村委会
H11011400172,北京长城中医医院,一级,中医（综合）医院,北京市昌平区回龙观镇风雅园二区3号楼1-2层01号
H11011400173,航空总医院天通苑门诊部,未定级,综合门诊部,北京市昌平区天通苑西二区17号楼航空总医院天通苑门诊部
H11011400174,泰康之家燕园（北京）养老服务有限公司医务室,未定级,医务室,北京市昌平区中关村科技园昌平园东区三期二号楼
H11011400176,北京市昌平区回龙观社区卫生服务中心东村家园社区卫生服务站,未定级,社区卫生服务站,北京市昌平区回龙观镇东村家园东门
H11011400050,北京王府中西医结合医院,三级,中西医结合医院,北京市昌平区北七家镇王府街1号
H11011400051,北京市昌平区精神卫生保健院,二级,精神病医院,北京市昌平区南口镇东大街22号
H11011400052,北京市昌平区沙河医院,二级,综合医院,北京市昌平区沙河镇扶京门路22号
H11011400053,北京市昌平区天通苑中医医院,二级,其他中医专科医院,北京市昌平区天通苑东一区8号楼-1-2、9号楼、10号楼-1-4
H11011400054,北京市昌平区城区园区社区卫生服务站,未定级,社区卫生服务站,北京市昌平区龙山锦园小区4号楼109号
H11011400055,北京市昌平区东小口社区卫生服务中心九台都市社区卫生服务站,未定级,社区卫生服务站,北京市昌平区东小口镇九台庄园居委会北
H11011400056,北京市昌平区东小口社区卫生服务中心流星花园社区卫生服务站,未定级,社区卫生服务站,北京市昌平区东小口镇流星花园9号楼
H11011400057,北京市昌平区东小口社区卫生服务中心上坡佳园社区卫生服务站,未定级,社区卫生服务站,北京市昌平区东小口镇黄平路202号院7号楼底商
H11011400058,北京市昌平区东小口社区卫生服务中心天通西苑社区卫生服务站,未定级,社区卫生服务站,北京市昌平区东小口镇天通西苑一区42号楼
H11011400059,北京市昌平区东小口社区卫生服务中心天通苑北三区社区卫生服务站,未定级,社区卫生服务站,北京市昌平区东小口镇天通苑北三区6号楼2单元102号
H11011802723,北京市密云区石城镇四合堂村村卫生室,未定级,医务室,北京市密云区石城镇四合堂村村委会南20米
H11011802724,北京市密云区石城镇张家坟村村卫生室,未定级,卫生所（室）,北京市密云区石城镇张家坟村
H11011802725,北京市密云区石城镇贾峪村村卫生室,未定级,卫生所（室）,北京市密云区石城镇贾峪村
H11011802726,北京市密云区新城子镇头道沟村村卫生室,未定级,卫生所（室）,北京市密云区新城子镇头道沟村村委会院内
H11011802727,北京市密云区西田各庄镇董各庄村郑得兰村卫生室,未定级,村卫生室,北京市密云区西田各庄镇董各庄村
H11011802728,北京市密云区西田各庄镇渤海寨村村卫生室,未定级,村卫生室,北京市密云区西田各庄镇渤海寨村
H11011802729,北京市密云区西田各庄镇大辛庄村村卫生室,未定级,村卫生室,北京市密云区西田各庄镇大辛庄村
H11011802730,北京市密云区西田各庄镇疃里村生合村卫生室,未定级,村卫生室,北京市密云区西田各庄镇疃里村
H11011802731,北京市密云区西田各庄镇白道峪村村卫生室,未定级,村卫生室,北京市密云区西田各庄镇白道峪村
H11011802732,北京市密云区新城子镇大角峪村村卫生室,未定级,卫生所（室）,北京市密云区新城子镇大角峪村（村委会院内）
H11011802863,北京市密云区太师屯镇流河峪村村卫生室,未定级,村卫生室,北京市密云区太师屯镇流河峪村33号
H11011802864,北京市密云区西田各庄镇小水峪村村卫生室,未定级,村卫生室,北京市密云区西田各庄镇小水峪村
H11011802865,北京市密云区太师屯镇许庄子村村卫生室,未定级,村卫生室,北京市密云区太师屯镇许庄子村（村委会院内）
H11011802866,北京市密云区巨各庄镇前焦家坞村红友村卫生室,未定级,村卫生室,北京市密云区巨各庄镇前焦家坞村（村委会南400米）
H11011802867,北京市密云区北庄镇东庄村村卫生室,未定级,村卫生室,北京市密云区北庄镇东庄村委会南100米
H11011802868,北京市密云区巨各庄镇豆各庄村齐贺荣村卫生室,未定级,村卫生室,北京市密云区巨各庄镇豆各庄村（原社区卫生服务站）
H11011802869,北京市密云区巨各庄镇沙厂村刘香珍村卫生室,未定级,村卫生室,北京市密云区巨各庄镇沙厂村原社区卫生服务站
H11011802870,北京市密云区巨各庄镇巨各庄村朱继金村卫生室,未定级,村卫生室,北京市密云区巨各庄镇巨各庄村巨政街29号
H11011802871,北京市密云区太师屯镇前八家庄村村卫生室,未定级,卫生所（室）,北京市密云区太师屯镇前八家庄村（村委会院内）
H11011802872,北京市密云区巨各庄镇塘子村齐金花村卫生室,未定级,村卫生室,北京市密云区巨各庄镇塘子村委会西侧
H11011802773,北京市密云区不老屯镇兵马营村凤琴村卫生室,未定级,村卫生室,北京市密云区不老屯镇兵马营村中心南街351号
H11011802774,北京市密云区不老屯镇白土沟村村卫生室,未定级,村卫生室,北京市密云区不老屯镇白土沟村（村委会后院）
H11011802775,北京市密云区不老屯镇永乐村村卫生室,未定级,村卫生室,北京市密云区不老屯镇永乐村（村委会院内）
H11011802776,北京市密云区不老屯镇阳坡地村村卫生室,未定级,村卫生室,北京市密云区不老屯镇阳坡地村栗树元97号
H11011802777,北京市密云区河南寨镇北金沟屯村村卫生室,未定级,村卫生室,北京市密云区河南寨镇北金沟屯村（村委会院内）
H11011802778,北京市密云区不老屯镇陈家峪村村卫生室,未定级,村卫生室,北京市密云区不老屯镇陈家峪村村委会院内
H11011802779,北京市密云区不老屯镇边庄子村村卫生室,未定级,村卫生室,北京市密云区不老屯镇边庄子老年活动中心
H11011802780,北京市密云区不老屯镇杨各庄村玉玲村卫生室,未定级,村卫生室,北京市密云区不老屯镇杨各庄村（村委会院内）
H11011802781,北京市密云区不老屯镇半城子村刘海珍村卫生室,未定级,村卫生室,北京市密云区不老屯镇半城子村委会东侧
H11011802782,北京市密云区不老屯镇大窝铺村村卫生室,未定级,村卫生室,北京市密云区不老屯镇大窝铺村村委会院内
H11011802843,北京市密云区太师屯镇学各庄村孙振福村卫生室,未定级,村卫生室,北京市密云区太师屯镇东学各庄村（村委会院内）
H11011802844,北京市密云区太师屯镇太师庄村村卫生室,未定级,村卫生室,北京市密云区太师屯镇太师庄村356号
H11011802845,北京市密云区太师屯镇松树峪村第二村卫生室,未定级,卫生所（室）,北京市密云区太师屯镇松树峪村（村委会院内）
H11011802846,北京市密云区太师屯镇小漕村第二村卫生室,未定级,卫生所（室）,北京市密云区太师屯镇小漕村188号
H11011802847,北京市密云区太师屯镇小漕村村卫生室,未定级,卫生所（室）,北京市密云区太师屯镇小漕村285号
H11011802848,北京市密云区太师屯镇太师屯村村卫生室,未定级,村卫生室,北京市密云区太师屯镇太师屯村31号
