price,introduction,icon
32.00,"京东超市
品胜 苹果数据线手机游戏弯头快充L型苹果充电线USB线适用于iPhone13/12/X/11/8/7 1.2米魔幻黑|弯头快充|安全提速|不发烫",品胜PISEN自营旗舰店
36.90,五浩 数据线三合一快充伸缩充电线器多功能一拖三单拉手机支架适用华为苹果type-c安卓小米车载通用 蓝色【YL多功能-单拉伸缩线】,五浩官方旗舰店
24.90,品胜 Type-C数据线5A快充线安卓手机充电线通用华为nova9/P50Pro/P40/Mate30荣耀小米MIX4三星oppo/vivo 50W,品胜京东自营旗舰店
16.90,品胜（PISEN）type-c数据线短款便携迷你充电宝搭配伴侣超级快充荣耀华为mate20/P20 【5a 编织款】魔幻黑-0.2米,飞行蜂官方旗舰店
29.00,"京东超市
白狗 一加数据线快充充电线一加9/8/7/Pro/6T闪充充电器线warp闪充1+五六七八九适用 红色一加闪充",白狗京东自营旗舰店
17.90,德力普 Type-C数据线6A快充100W/66W手机充电器线通用苹果MacBook华为小米笔记本 6A超级快充66W | 标准版【1.2米】,德力普手机配件旗舰店
69.00,"京东超市
华为笔记本电脑充电线原装matebook/13/14/15/E/X/PRO专用快充线电源 6AType-C转Type-C【1.8米】",传承乐迈数码专营店
29.00,浦诺菲 苹果PD数据线20W快充iPhone13/12/11ProMax手游弯头手机充电线平板电脑Ipad mini6电源线,浦诺菲（pivoFUL）京东自营旗舰店
12.90,驯龙师（dragon master）适用快充安卓苹果数据线iphone12充电线器i/h 【1米/2条】店长特别推荐-苹果线,驯龙师旗舰店
29.00,"京东超市
快鲨适于魅族16 16Plus 16s X 16th Plus m15数据线17 18充电线 原白色1米装Type-C充电线 魅族快充",快鲨官方旗舰店
29.00,"京东超市
宝达莱 三星充电线手机数据线双头type-C接口s21 ultra/s20/+/fe/note20 s10/s22/a90闪充线pd线45W兼容25W",宝达莱数码专营店
30.00,唯淘帅 苹果数据线充电线iPhoneX/6s/7/8/pro12手机平板通用加长2米5米 黑金 2米,苏阳数码专营店
43.00,派凡 数据线三合一充电线一拖三手机快充多头苹果安卓type-c便携收纳短线iphone华为小米车载 商务灰【磁吸盒收纳/便携小巧/支持所有】,派凡数码旗舰店
9.90,朗客 安卓数据线2A快充线液态硅胶 通用华为荣耀vivo小米oppo红米手机充电线Micro USB车载充电器线1.0米绿色,朗客京东自营旗舰店
21.50,帕凡 适用于vivo x9 plus数据线手机双引擎闪充线快充电器 X9Plus/X20plus闪充数据线,特科斯数码专营店
27.90,驯龙师 苹果安卓华为Type-c三合一数据线伸缩便捷iPhone苹果安卓通用 液态软胶三合一1米,驯龙师旗舰店
29.90,桥观5米安卓数据线小米360华为萤石tp link智能摄像头监控电源延长线加长5米 usb充电线 安卓通用,桥观京东自营旗舰店
15.80,OKSJ Type-c数据线5A充电器线华为手机超级快充 小米8/9/10pro/红米10X/Mate40/P30/20荣耀nova8 1.5米2条装,OKSJ京东自营旗舰店
32.00,艾古 华为type-c数据线双弯头超级快充手机充电线手游电源线适用于小米三星vivo荣耀oppo TYPE-C接口1.5米【中国红】,艾古官方旗舰店
29.90,"京东超市
魅戴Garmin佳明飞耐时充电线手表充电器fenix5S 6X 245 Venu 935本能 通用945/245 Vivoactive 3等型号",楚昕数码专营店
19.90,倍思 Type-C数据线快充 适用华为40W闪充手机5A快充线mate20/p30pro/nova4/小米三星通用充电器线 23cm 灰黑,倍思（Baseus）京东自营旗舰店
54.40,摩力小象 C to Lightning数据线 适用于苹果手机数据线快充充电线 Type-C to Lightning红色 2m,摩力小象旗舰店
188.00,贝尔金（BELKIN）USB 4 全功能 Type-C 100wPD快充 数据线 兼容雷电3 USB3 适配 苹果笔记本 平板,贝尔金京东自营旗舰店
price,introduction,icon
18.80,佳线通三合一数据线一拖三充电线适用安卓Type-c华为苹果小米vivo三星oppo红米一加三星 【1.2米】天空蓝【三合一快充】,得陇高清数码专营店
28.80,五浩 type-c数据线加长5m快充适用华为安卓vivo小米OPPO荣耀USB手机充电线器套装超长线 3米【黑金】type-c,亦恒手机配件专营店
4.80,艾胜者 安卓数据线短线快充充电宝电源充电线适用华为荣耀小米红米三星oppo蓝牙耳机超短款 0.25米【短线】1条装,艾胜者旗舰店
44.00,"京东超市
OPPO原装数据线65W闪充r17 reno6pro 5 find x3 x2 ace2充电器线k9 Type-c闪充线【65W闪充】 DL129原厂盒装",泊欣数码专营店
20.40,摩力小象 6A66W快充线 适用于华为mate\\\/P40荣耀V30充电线 数据线 白色 1.5m,摩力小象旗舰店
45.80,"京东超市
品胜 数据线三合一充电线器一拖三伸缩手机快充多头华为苹果安卓type-c多功能充电线支持公司定制 【风趣蓝】一秒收纳易携带五档伸缩升级款",品胜PISEN自营旗舰店
25.00,摩米士Type-C数据线华为5A快充手机充电宝短线0.3米深空灰适用华为Mate30/20p40pro荣耀小米10/9三星等,摩米士京东自营旗舰店
69.00,品胜 数据线三合一快充100W/40W/20W二拖三多功能充电线type-c苹果13 适用iPhone12华为oppo笔记本车载蓝,品胜京东自营旗舰店
30.90,驯龙师 数据线三合一苹果/Type-c/安卓手机收纳便携式硅胶iphone华为p30小米OP充电线 硅胶三合一【1米】,驯龙师旗舰店
8.90,机会主义安卓数据线充电器线手机x9x20x21x23快充线适用于vivo华为oppo小米荣耀红米车载 闪充线-2米加长款,家品手机配件专营店
19.00,OPPO充电器原装 k1/r15x/a5/a7x/a3/a1/a9/a7/a59安卓快充通用充电头线 快充 USB 原厂盒装,OPPO乐良数码专卖店
17.90,桥观【一条装】100WTypec数据线双头tpc充电线100W快充PD笔记本电脑手机平板荣耀华为双Type-C充电线白色1米,桥观京东自营旗舰店
18.00,Bkayp 一加数据线手机快充充电线9/8T/8/7/Pro/6/5/5T/3T1+warp闪充数据线五六七八九Type-C5A充电器,Bkayp京东自营旗舰店
34.90,绿联Type-C硅胶数据线6A快充车载充电器线通用华为P40/Mate30Pro小米11安卓手机 6A闪充线-1.5米-典雅黑,绿联旗舰店
29.90,後姆熊 Garmin佳明飞耐时充电线手表充电器 充电线 数据线 适用于Fenix5/6/945/245通用,後姆熊京东自营旗舰店
21.90,达人志 三合一磁吸数据线5A苹果安卓type-c充电器线磁铁一拖三磁力车载手机快充适用华为小米荣耀 5A快充线【Type-C头】一线一头 通用,达人志数码旗舰店
32.00,倍思 Type-c数据线 PD100W快充线双头5A充电线 适用iPad Pro苹果Macbook华为小米USB-C笔记本 1米蓝,倍思（Baseus）京东自营旗舰店
29.90,"京东超市
品胜 苹果数据线手机游戏弯头快充L型苹果充电线USB线适用于iPhone12/11/X/8/6 魔幻黑1.2m 弯头不卡手|充电不发烫|带呼吸灯",品胜PISEN自营旗舰店
65.00,Anker安克 Type-C数据线100W亲肤快充线5A 适iPadPro/Air/苹果华为电脑/小米/荣耀 USB-C充电线蓝1.8m,Anker京东自营旗舰店
89.00,Anker安克 MFi认证 USB-C苹果PD亲肤快充线iPhone13/12/11pro/8/XR手机Type-C to Lightning充电器线0.9m绿,Anker京东自营旗舰店
19.90,众度Type-c数据线适用华为nova8/9/nova9pro/荣耀50/60pro充电线 支持66W超级闪充 6A1米快充,众度京东自营旗舰店
35.00,品胜 苹果数据线PD20W快充线液态硅胶手机充电线iPhone13/12/ProMax/11/XR 1.2m 天空蓝 | 极速闪充不弹窗,品胜数码旗舰店
48.00,派凡 手机充电线三合一数据线便携三头多头磁吸收纳安卓短线一拖三适用于苹果华为小米多功能 深灰色【升级款-充电不弹窗-安心快充】,派凡旗舰店
24.90,原奘 适用努比亚红魔5G 5S数据线6 pro充电线Z30快充PD闪充双type-c口USB-C线 Type-c转Type-c闪充线 1米,宇然数码专营店
39.00,倍思 磁吸20W苹果数据线适用iphone13/12promax/11/XR/8手机充电器快充PD线 磁吸防尘款【PD快充20W】1米 黑色,倍思旗舰店
15.90,科沃 type-c数据线快充华为小米手机充电器线5A支持40w荣耀9/10/nova8/Mate40Pro/P30/P20/vivo/oppo,科沃（KOVOL）京东自营旗舰店
59.00,倍思 三合一数据线6A快充66W支持苹果Type-c安卓手机充电器线iPhone13/12/11小米oppo华为一拖三充电线 紫,倍思（Baseus）京东自营旗舰店
12.64,ESCASE 数据线三合一苹果充电器线一拖三适用Type-c安卓iPhone11华为Mate30/p40小米快充多功能 C20金色,ESCASE京东自营旗舰店
15.90,中陌（zigmog）5A双typec接口手机充电线100W type-c数据线 快充充电器线 支持小米/华为/荣耀oppo/vivo,中陌（zigmog）京东自营旗舰店
24.00,"京东超市
宝达莱 亚马逊kindle充电线充电器 oasis2数据线paperwhite 3 4电子书阅器 Micro【黑色】",宝达莱数码专营店
12.90,苹果数据线充电器线快充线USB电源线适用iPhone13/12/11/XSMax/XR/7/8p驰界 苹果2米,佰特利手机配件专营店
19.00,小米Type-C数据线适用于华为荣耀nova小米8\/9\/10手机Redmi快充红米Note9 1米 白色,芸铭官方旗舰店
29.00,"京东超市
白狗 黑鲨4数据线120W极速闪充4s/4Pro充电线3Pro/3s快充67W小米游戏线配保护套 1米120W黑鲨4/4s/4Pro/3/3s",白狗官方旗舰店
26.90,AORO 联想拯救者电竞手机PRO数据线PD快充55W充电线努比亚红魔闪充插头双TYPE-C线 联想拯救者双TYPE-C线,奥兰尼数码专营店
89.00,摩米士MOMAX苹果数据线充电线MFi认证快充线适用iphone13/12/11Pro/XsMax/XR/SE2/8/7/6PiPad等2米灰色,摩米士京东自营旗舰店
39.00,绿联苹果PD20W快充线MFi认证数据线搭配充电宝短线通用iPhone13/12/XR手机充电器线 皓雪白 充电宝搭配款 0.25米,绿联旗舰店
35.00,"京东超市
ROCK Type-C快充数据线66W弯头手游线华为/vivo/oppo/小米通用RGB呼吸灯充电线 1m",ROCK官方自营旗舰店
15.90,罗马仕 type-c数据线华为充电器线5A手机快充充电线适用P40/Mate30小米荣耀三星电源线 5A快充线-白-0.2米,罗马仕数码配件旗舰店
23.90,罗马仕 Type-c数据线6A/5A快充线66W华为超级快充40W P40/Mate40Pro/荣耀/小米vivo充电器线安卓加长3米,罗马仕京东自营旗舰店
20.90,觅铂(Milpro)小天才儿童电话手表充电器充电线底座数据线Z6/Y01A/Y03/Y05/Z2/Z3/Q1a/Z5 Z1S/Z2Y/Z5Q/Z6通用,觅铂（Milpro）京东自营旗舰店
22.90,"京东超市
宝达莱 索尼MP3数据线a55充电线zx300a充电器sony mp4播放器walkman a35 A37 A46【USB加固磁环版-1.5米】黑色",宝达莱数码专营店
42.80,品胜 三合一数据线充电线器一拖三伸缩手机快充多头适用华为苹果小米安卓type-c多功能闪充通用 耀石黑【快充不伤机丨弹窗包赔】,品胜数码旗舰店
129.00,"京东超市
Apple苹果数据线PD快充线原装20w充电器线iphone13/12ProMax/11/xs充电线 苹果快充线1米",Apple鑫京湖专卖店
23.80,品胜严选 苹果数据线PD快充线20W适用iPhone13/12/11/X/SE2/XS/8p手机充电器线,品胜严选京东自营旗舰店
29.00,炫创飞 伸缩数据线三合一type-c适用苹果vivo华为小米安卓手机通用多功能一拖三充电器快速线 红色伸缩一拖三1.5米苹果+安卓 +Type-c,爱美声旗舰店
79.00,米纶斯 三合一数据线一拖三6A充电线器华为超级快充多功能安卓苹果type-c多头万能苹果12车充 6A超级闪充-三合一提速99%土豪金【1.25米】,米纶斯旗舰店
46.00,倍思 三合一数据线6A快充66W支持苹果Type-c安卓手机充电器线iPhone12/11小米oppo华为一拖三充电线黑,倍思（Baseus）京东自营旗舰店
19.80,适用华为荣耀30s数据线play5t十x20 se x30荣耀50充电线加长5a快充手机数据线jce 适用华为type-c快充线 1米,jce手机配件旗舰店
9.90,适用苹果手机数据线快充加长充电器线iphone12/11/Xs/se/XR/8plus/7充电线驰界 苹果快充-1米,佰特利手机配件专营店
129.00,"线下同款
Apple苹果原装数据线充电线手机充电器线iphone11/12/XR/X/8P/ipad平板 闪电转USB电源线Lightning原装1米",京迈数码配件专营店
3.90,GAGZ typec数据线弯头安卓手机充电宝短线快充游戏吃鸡神器充电线华为P40荣耀小米10电源线9 Typec快充5A【白色*0.3米】充电宝用,搞怪猪GAGZ官方旗舰店
18.90,唯淘帅 type-c数据线快充加长3米5米适用于华为p9p10乐视三星s8小米6手机充电线 1.2米/黑金【type-c】,苏阳数码专营店
34.90,ZMI紫米Type-C数据线快充适用于华为Redmi红米k30/NOTE9小米9/10至尊版手机光环编织线充电器线拉车线AL786黑,ZMI京东自营官方旗舰店
36.90,Gopala MFi认证苹果数据线快充通用iPhone13/12/SE/11/X/8/iPad平板 1米灰色苹果MFi认证充电线,Gopala旗舰店
45.00,"京东超市
vivo原装5A数据线iQOO3超快55w闪充iqoo5快充线X60Pro+ vivo原装Type-C-5A",iQOO华驰诚专卖店
15.90,顾胜 type-c数据线 5A充电线安卓华为mate30荣耀三星oppo/vivo小米三星快充电器线 type-c【5A快充线】两件装,顾胜旗舰店
39.90,摩力小象 双头Type-C公对数据线60W快充 适用华为小米手机充电线 Type-C To Type-C黑色（TPE) 1m,摩力小象旗舰店
88.00,"京东超市
品胜 数据线三合一充电线器6A一拖三伸缩手机快充多头充电器三合一华为苹果安卓type-c闪充超级快充 风趣蓝丨6A快充不弹窗丨单向拉伸更易收纳",品胜PISEN自营旗舰店
39.00,南回归线66w超级快充5A一拖二合一弹簧车载伸缩数据线适用苹果iPhone13华为type c充电线 安卓+Type C【黑金】弹簧线 1.8米,南回归线旗舰店
45.90,"京东超市
uni友壹 MFi认证苹果数据线iPhone13/12/11/SE3/X/ipad手机USB快充充电 【MFi认证】编织线-0.9米",uni旗舰店
